ride_id,pickup_datetime,pickup_city,pickup_zone,distance_km,fare_amount,traffic_level,driver_rating,ride_category,payment_mode,ride_duration_min,is_surge,ride_driver_id
OLA-R0036878,2025-04-30 21:59:00,Delhi,Metro Core,3.74,174.4,Low,4.4,Sedan,UPI,18.44,0,DRV_03916
OLA-R0036879,2025-02-05 14:17:00,Kochi,Metro Core,9.74,250.24,High,3.98,Auto,UPI,57.35,1,DRV_05600
OLA-R0036880,2025-01-08 17:42:00,Surat,Metro Core,0.33,6.99,High,4.5,Bike,Cash,2.71,0,DRV_02236
OLA-R0036881,2025-02-13 20:46:00,Kochi,Outskirts,11.91,275.36,High,4.01,Prime,Ola Money,54.19,0,DRV_03564
OLA-R0036882,2025-02-26 04:38:00,Pune,Suburb,8.31,208.16,High,3.92,Sedan,UPI,49.26,0,DRV_05632
OLA-R0036883,2025-02-23 20:39:00,Chandigarh,Metro Core,0.73,24.49,Low,3.42,Mini,Ola Money,4.58,0,DRV_00740
OLA-R0036884,2025-03-10 11:37:00,Kochi,City,13.88,370.8,Low,4.01,Bike,Card,77.49,1,DRV_04018
OLA-R0036885,2025-04-19 15:33:00,Jaipur,Outskirts,14.83,388.23,Severe,4.07,Auto,Cash,61.51,0,DRV_01156
OLA-R0036886,2025-02-01 03:47:00,Delhi,Suburb,5.05,193.26,High,4.82,Auto,UPI,35.61,0,DRV_00905
OLA-R0036887,2025-02-05 14:53:00,Nagpur,Suburb,0.97,17.05,Severe,4.07,Mini,Card,2.78,0,DRV_00848
OLA-R0036888,2025-04-28 15:35:00,Indore,Suburb,6.79,203.69,High,4.32,Mini,UPI,41.17,0,DRV_04182
OLA-R0036889,2025-01-12 21:14:00,Surat,Outskirts,3.84,172.55,High,,Auto,UPI,16.95,0,DRV_03633
OLA-R0036890,2025-04-11 22:33:00,Ahmedabad,City,57.32,1727.69,Medium,3.29,Micro,Cash,210.05,0,DRV_00924
OLA-R0036891,2025-03-23 14:32:00,Lucknow,Suburb,6.16,145.95,Low,3.91,Auto,Ola Money,36.52,0,DRV_03424
OLA-R0036892,2025-01-11 08:48:00,Patna,Outskirts,29.51,1262.04,Severe,3.96,Prime,UPI,168.29,0,DRV_01857
OLA-R0036893,2025-03-16 07:40:00,Pune,Metro Core,,4.24,Severe,4.48,Prime,Ola Money,0.78,1,DRV_01378
OLA-R0036894,2025-04-11 22:40:00,Indore,Outskirts,0.93,32.3,Low,4.16,Prime,Ola Money,5.66,0,DRV_04974
OLA-R0036895,2025-01-18 16:41:00,Indore,City,1.22,17.34,Medium,4.78,Bike,Ola Money,6.15,1,DRV_03490
OLA-R0036896,2025-01-19 12:42:00,Indore,Suburb,3.15,131.92,High,4.32,Sedan,UPI,20.1,0,DRV_01054
OLA-R0036897,2025-03-20 09:16:00,Hyderabad,Outskirts,2.36,56.4,Low,5.03,Micro,Card,13.57,0,DRV_02515
OLA-R0036898,2025-03-06 09:31:00,Jaipur,Suburb,23.01,671.84,Severe,3.73,Micro,UPI,152.59,0,DRV_01324
OLA-R0036899,2025-05-16 11:01:00,Indore,Outskirts,10.23,139.61,Severe,4.63,Mini,Cash,48.89,1,DRV_01363
OLA-R0036900,2025-02-06 05:44:00,Indore,City,3.58,67.21,High,4.44,Auto,Ola Money,13.5,1,DRV_04150
OLA-R0036901,2025-01-12 23:03:00,Bhopal,Outskirts,11.91,223.12,Medium,3.91,Bike,Ola Money,39.7,0,DRV_02603
OLA-R0036902,2025-01-25 21:20:00,Kolkata,Metro Core,1.66,55.98,Medium,5.16,Auto,Ola Money,7.89,0,DRV_00428
OLA-R0036903,2025-02-04 05:02:00,Mumbai,Metro Core,11.99,351.14,Medium,3.28,Mini,UPI,74.6,1,DRV_00444
OLA-R0036904,2025-03-27 01:30:00,Hyderabad,City,46.44,859.86,Severe,3.42,Sedan,UPI,226.81,0,DRV_00273
OLA-R0036905,2025-04-09 08:31:00,Jaipur,Outskirts,2.65,65.16,Low,4.91,Bike,Cash,14.94,0,DRV_04574
OLA-R0036906,2025-03-06 14:28:00,Kolkata,Outskirts,16.9,393.39,Medium,3.97,Sedan,Ola Money,122.6,0,DRV_01960
OLA-R0036907,2025-03-04 09:58:00,Hyderabad,City,4.23,,Low,3.89,Sedan,Card,20.35,1,DRV_05202
OLA-R0036908,2025-01-05 20:47:00,Kolkata,Outskirts,4.52,105.55,Severe,4.48,Sedan,UPI,19.01,0,DRV_01016
OLA-R0036909,2025-03-13 11:57:00,Patna,Suburb,9.63,306.5,Severe,4.13,Sedan,Cash,79.99,0,DRV_00878
OLA-R0036910,2025-01-17 21:37:00,Mumbai,Outskirts,8.13,196.73,Low,4.63,Mini,Cash,22.18,1,DRV_02229
OLA-R0036911,2025-01-24 11:36:00,Jaipur,Outskirts,14.05,447.72,Severe,3.92,Bike,Cash,111.51,0,DRV_05371
OLA-R0036912,2025-01-22 21:23:00,Kolkata,City,7.96,197.44,Low,3.57,Sedan,UPI,37.75,0,DRV_00836
OLA-R0036913,2025-03-08 00:53:00,Surat,City,11.09,244.99,Medium,4.35,Auto,Card,92.47,0,DRV_02639
OLA-R0036914,2025-02-27 11:39:00,Surat,Suburb,6.8,156.31,High,4.88,Sedan,Ola Money,55.41,1,DRV_03139
OLA-R0036915,2025-03-23 23:45:00,Lucknow,Metro Core,23.44,672.65,Medium,4.09,Bike,UPI,117.56,0,DRV_03126
OLA-R0036916,2025-03-31 08:41:00,Mumbai,Metro Core,1.49,49.53,Severe,4.07,Bike,Cash,7.75,0,DRV_00244
OLA-R0036917,2025-01-01 21:21:00,Chennai,Metro Core,3.3,132.13,Severe,5.12,Bike,Card,15.89,0,DRV_00342
OLA-R0036918,2025-01-30 08:28:00,Chandigarh,Suburb,5.36,204.12,Low,4.08,Bike,UPI,37.3,0,DRV_00294
OLA-R0036919,2025-03-12 21:42:00,Bhopal,Metro Core,3.09,120.84,Low,3.39,Mini,UPI,19.27,0,DRV_05350
OLA-R0036920,2025-04-04 04:10:00,Nagpur,Metro Core,0.48,18.23,Medium,3.62,Prime,UPI,2.79,0,DRV_02866
OLA-R0036921,2025-01-09 19:47:00,Jaipur,City,1.92,65.01,Severe,4.53,Auto,Card,11.64,0,DRV_02594
OLA-R0036922,2025-03-19 05:46:00,Surat,Suburb,15.04,572.36,Low,4.64,Sedan,Ola Money,58.71,0,DRV_03234
OLA-R0036923,2025-04-14 16:15:00,Hyderabad,Suburb,0.01,0.35,Low,5.1,Mini,UPI,0.06,1,DRV_04635
OLA-R0036924,2025-01-05 03:16:00,Kochi,Metro Core,12.02,,Low,4.16,Auto,Card,103.26,0,DRV_02567
OLA-R0036925,2025-01-13 20:31:00,Patna,Outskirts,8.66,228.31,Low,3.08,Mini,Ola Money,36.81,0,DRV_04059
OLA-R0036926,2025-02-04 11:41:00,Chennai,Outskirts,13.16,402.72,Low,4.47,Mini,Ola Money,122.72,0,DRV_01785
OLA-R0036927,2025-04-01 14:45:00,Coimbatore,Outskirts,11.73,328.06,Medium,4.95,Mini,Card,94.11,1,DRV_00983
OLA-R0036928,2025-03-23 20:01:00,Jaipur,Metro Core,7.1,286.18,Low,4.31,Sedan,Cash,39.63,0,DRV_00414
OLA-R0036929,2025-01-20 11:54:00,Chandigarh,Metro Core,3.43,114.11,Medium,4.81,Prime,Card,23.69,0,DRV_01309
OLA-R0036930,2025-02-01 03:57:00,Patna,Outskirts,5.96,263.57,Severe,3.57,Auto,Card,23.17,0,DRV_00356
OLA-R0036931,2025-03-29 16:17:00,Hyderabad,Metro Core,2.77,83.42,High,3.39,Micro,UPI,27.04,0,DRV_06124
OLA-R0036932,2025-04-11 09:18:00,Patna,City,13.36,,Medium,3.72,Micro,UPI,39.84,1,DRV_02266
OLA-R0036933,2025-02-01 08:46:00,Ahmedabad,City,2.43,61.34,Medium,3.31,Sedan,Ola Money,10.14,1,DRV_02878
OLA-R0036934,2025-04-28 06:38:00,Coimbatore,Metro Core,35.03,1388.07,Low,4.02,Mini,UPI,361.74,1,DRV_02031
OLA-R0036935,2025-01-16 00:37:00,Chennai,City,0.32,12.85,,3.92,Micro,Card,2.63,0,DRV_06274
OLA-R0036936,2025-02-14 19:12:00,Lucknow,Outskirts,17.66,471.86,Low,4.52,Sedan,Cash,80.37,0,DRV_00945
OLA-R0036937,2025-04-29 10:21:00,Chennai,Metro Core,36.97,852.0,Medium,4.42,Mini,UPI,155.45,0,DRV_00197
OLA-R0036938,2025-02-28 13:46:00,Surat,City,3.67,78.61,,3.93,Bike,Ola Money,11.57,0,DRV_04975
OLA-R0036939,2025-04-06 10:07:00,Chandigarh,Suburb,20.32,827.66,Severe,4.02,Bike,Ola Money,82.4,0,DRV_05097
OLA-R0036940,2025-03-21 20:59:00,Indore,Metro Core,3.58,55.05,Severe,4.25,Bike,Ola Money,9.82,0,DRV_00966
OLA-R0036941,2025-03-20 13:41:00,Lucknow,City,9.04,427.62,Medium,4.03,Prime,Cash,58.5,0,DRV_06404
OLA-R0036942,2025-02-13 13:44:00,Bangalore,City,1.43,41.37,Low,3.65,Mini,Card,10.96,0,DRV_03522
OLA-R0036943,2025-01-22 10:56:00,Delhi,Outskirts,20.23,525.13,Low,4.41,Sedan,Cash,159.73,0,DRV_03651
OLA-R0036944,2025-02-15 09:08:00,Jaipur,Metro Core,2.03,110.6,Low,4.35,Prime,Card,19.39,0,DRV_00437
OLA-R0036945,2025-01-27 02:11:00,Mumbai,City,24.46,556.07,Medium,3.3,Sedan,Card,115.59,0,DRV_05531
OLA-R0036946,2025-05-13 08:59:00,Bangalore,City,1.07,36.06,Medium,4.36,Sedan,Card,7.76,0,DRV_03479
OLA-R0036947,2025-02-01 03:27:00,Delhi,Suburb,3.4,60.45,Severe,3.46,Bike,Cash,15.71,1,DRV_05836
OLA-R0036948,2025-01-14 07:08:00,Kochi,Metro Core,0.93,35.79,Low,4.02,Micro,UPI,3.62,0,DRV_02552
OLA-R0036949,2025-04-06 12:17:00,Nagpur,Metro Core,3.07,108.73,High,5.04,Prime,Card,18.58,1,DRV_04063
OLA-R0036950,2025-05-01 09:31:00,Indore,Suburb,21.03,630.99,,4.19,Bike,Ola Money,176.8,0,DRV_01872
OLA-R0036951,2025-04-22 01:59:00,Nagpur,Metro Core,,406.05,Severe,3.96,Bike,Card,91.36,0,DRV_04291
OLA-R0036952,2025-03-14 09:15:00,Pune,City,17.79,240.82,Severe,4.55,Bike,Cash,57.91,0,DRV_01496
OLA-R0036953,2025-03-19 08:37:00,Surat,Suburb,29.91,1127.97,Low,3.92,Auto,UPI,134.38,1,DRV_05322
OLA-R0036954,2025-01-30 10:01:00,Chandigarh,Outskirts,0.46,17.18,Medium,3.2,Prime,UPI,2.87,0,DRV_04567
OLA-R0036955,2025-01-16 12:18:00,Patna,Metro Core,13.39,338.63,Medium,3.12,Sedan,Ola Money,61.38,1,DRV_05751
OLA-R0036956,2025-04-03 05:31:00,Surat,City,15.24,531.67,Medium,4.22,Bike,Ola Money,105.42,0,DRV_03758
OLA-R0036957,2025-05-12 09:30:00,Kochi,Outskirts,10.83,195.2,Severe,3.52,Bike,Card,38.01,0,DRV_01026
OLA-R0036958,2025-04-28 20:45:00,Chandigarh,Suburb,0.81,27.96,Severe,4.43,Sedan,Cash,2.48,0,DRV_04108
OLA-R0036959,2025-03-03 20:38:00,Mumbai,City,21.96,600.2,Low,4.36,Bike,Ola Money,82.59,0,DRV_02438
OLA-R0036960,2025-03-14 03:09:00,Lucknow,Metro Core,0.15,3.53,Low,4.16,Bike,Cash,0.62,0,DRV_00866
OLA-R0036961,2025-04-24 08:00:00,Kochi,Metro Core,26.14,925.34,High,4.18,Prime,Card,163.25,0,DRV_02991
OLA-R0036962,2025-05-12 10:50:00,Jaipur,Metro Core,10.16,292.53,,3.75,Prime,UPI,49.84,0,DRV_01913
OLA-R0036963,2025-04-12 00:42:00,Kochi,Outskirts,45.01,1340.44,Low,4.57,Sedan,Cash,268.09,0,DRV_06208
OLA-R0036964,2025-02-03 06:16:00,Mumbai,Outskirts,4.67,183.79,High,3.97,Micro,Ola Money,21.21,1,DRV_00136
OLA-R0036965,2025-02-10 05:44:00,Patna,Outskirts,5.77,272.25,Low,4.47,Sedan,Card,49.55,0,DRV_05813
OLA-R0036966,2025-02-12 07:19:00,Hyderabad,City,1.09,30.95,Medium,3.88,Auto,UPI,9.34,1,DRV_03553
OLA-R0036967,2025-02-09 09:14:00,Ahmedabad,Suburb,4.91,149.27,Severe,3.81,Mini,Ola Money,26.16,1,DRV_06029
OLA-R0036968,2025-01-13 09:28:00,Chennai,Outskirts,4.39,126.36,Low,3.65,Auto,UPI,35.28,1,DRV_00482
OLA-R0036969,2025-03-22 03:46:00,Ahmedabad,Suburb,22.37,816.17,High,3.83,Mini,UPI,180.64,0,DRV_04211
OLA-R0036970,2025-02-28 04:02:00,Hyderabad,Outskirts,10.64,317.47,Medium,4.49,Micro,Card,74.73,0,DRV_01413
OLA-R0036971,2025-04-06 11:42:00,Chennai,City,11.98,228.79,,4.49,Bike,Card,28.76,1,DRV_01973
OLA-R0036972,2025-01-31 18:12:00,Bangalore,Outskirts,5.95,209.84,,4.93,Auto,UPI,33.75,0,DRV_05149
OLA-R0036973,2025-03-15 17:01:00,Nagpur,Outskirts,5.24,99.06,Low,4.63,Mini,Card,26.95,0,DRV_01034
OLA-R0036974,2025-04-30 13:08:00,Nagpur,City,1.46,20.28,High,,Sedan,Card,4.92,0,DRV_00721
OLA-R0036975,2025-05-10 21:37:00,Patna,City,11.77,173.1,Severe,3.69,Auto,UPI,49.6,0,DRV_03645
OLA-R0036976,2025-01-05 23:40:00,Nagpur,City,1.88,75.33,Low,3.14,Prime,UPI,6.36,0,DRV_03288
OLA-R0036977,2025-04-23 06:52:00,Pune,Suburb,22.4,1128.23,High,3.96,Auto,Card,190.46,0,DRV_00492
OLA-R0036978,2025-03-16 17:30:00,Indore,Metro Core,7.56,172.78,Severe,4.66,Prime,Card,32.86,0,DRV_05658
OLA-R0036979,2025-04-03 09:18:00,Surat,City,5.71,201.72,Low,4.69,Prime,UPI,40.32,0,DRV_03753
OLA-R0036980,2025-01-05 05:17:00,Coimbatore,City,4.59,177.86,Medium,4.93,Auto,Card,32.52,0,DRV_00210
OLA-R0036981,2025-03-12 03:23:00,Chandigarh,Suburb,0.86,24.08,Severe,4.52,Mini,UPI,4.26,0,DRV_04669
OLA-R0036982,2025-01-24 21:05:00,Chennai,Suburb,1.25,27.09,Medium,3.22,Sedan,Card,6.76,0,DRV_05104
OLA-R0036983,2025-01-19 18:54:00,Ahmedabad,Suburb,6.67,176.83,Medium,,Auto,Ola Money,51.48,0,DRV_02318
OLA-R0036984,2025-03-19 20:06:00,Kochi,Outskirts,4.82,131.17,Medium,4.45,Sedan,Card,14.81,0,DRV_00909
OLA-R0036985,2025-01-25 16:37:00,Delhi,Outskirts,11.2,252.78,High,4.4,Micro,Ola Money,55.97,0,DRV_06081
OLA-R0036986,2025-01-15 06:47:00,Bhopal,City,8.89,350.17,High,4.19,Bike,UPI,46.68,0,DRV_05570
OLA-R0036987,2025-01-17 13:24:00,Chandigarh,Suburb,7.19,184.97,High,4.12,Mini,UPI,33.22,0,DRV_05438
OLA-R0036988,2025-04-02 07:54:00,Bhopal,Outskirts,3.28,108.26,Medium,4.84,Auto,Cash,14.81,0,DRV_04144
OLA-R0036989,2025-04-26 13:55:00,Jaipur,Outskirts,11.01,232.04,Low,3.8,Sedan,UPI,44.5,0,DRV_01180
OLA-R0036990,2025-03-19 15:32:00,Chandigarh,City,0.94,40.12,Severe,5.07,Micro,UPI,7.29,0,DRV_02887
OLA-R0036991,2025-05-02 03:47:00,Chandigarh,Suburb,5.29,123.49,High,4.06,Bike,Cash,20.84,0,DRV_01680
OLA-R0036992,2025-04-30 20:21:00,Lucknow,Suburb,9.81,277.15,Low,3.09,Bike,Card,73.8,0,DRV_01954
OLA-R0036993,2025-04-26 13:24:00,Ahmedabad,Outskirts,7.28,118.63,,4.97,Sedan,Cash,34.1,0,DRV_00578
OLA-R0036994,2025-04-15 19:28:00,Mumbai,Outskirts,,141.61,High,4.1,Bike,UPI,24.4,0,DRV_03516
OLA-R0036995,2025-01-19 08:11:00,Hyderabad,Suburb,9.52,410.89,Medium,3.9,Prime,Cash,49.34,1,DRV_02817
OLA-R0036996,2025-05-04 12:06:00,Chandigarh,Suburb,12.0,541.25,High,4.14,Sedan,UPI,87.03,0,DRV_02192
OLA-R0036997,2025-03-23 03:24:00,Pune,Suburb,7.0,123.74,Low,4.83,Mini,Card,30.13,1,DRV_01544
OLA-R0036998,2025-03-29 13:22:00,Chandigarh,Metro Core,4.62,126.01,Severe,4.98,Sedan,Card,25.04,0,DRV_05307
OLA-R0036999,2025-03-06 10:08:00,Nagpur,Outskirts,1.76,47.34,Medium,4.1,Prime,Card,14.17,0,DRV_05799
OLA-R0037000,2025-02-07 10:05:00,Kolkata,Metro Core,12.91,242.57,Severe,3.45,Prime,Ola Money,60.95,0,DRV_00303
OLA-R0037001,2025-05-09 21:08:00,Bhopal,Metro Core,6.91,179.65,,3.83,Sedan,Cash,70.47,0,DRV_04685
OLA-R0037002,2025-02-02 02:54:00,Hyderabad,City,2.05,47.88,Severe,5.07,Prime,Cash,12.47,0,DRV_04539
OLA-R0037003,2025-05-04 15:47:00,Bangalore,City,10.68,407.24,,4.79,Mini,Cash,47.53,0,DRV_02977
OLA-R0037004,2025-01-17 08:35:00,Patna,Suburb,17.33,763.94,High,4.11,Micro,Cash,141.02,1,DRV_02035
OLA-R0037005,2025-04-23 07:52:00,Delhi,Metro Core,15.11,484.07,Low,4.38,Mini,Ola Money,145.04,0,DRV_01090
OLA-R0037006,2025-04-04 02:23:00,Chennai,Outskirts,9.87,152.2,Low,4.46,Bike,UPI,50.81,0,DRV_04114
OLA-R0037007,2025-01-30 08:42:00,Delhi,Outskirts,2.19,112.91,High,3.74,Auto,Ola Money,19.75,0,DRV_01910
OLA-R0037008,2025-01-09 08:42:00,Chennai,Outskirts,7.4,134.66,Medium,4.55,Bike,UPI,22.32,0,DRV_04391
OLA-R0037009,2025-04-06 23:19:00,Bhopal,Outskirts,14.36,290.41,High,4.64,Mini,Cash,51.19,0,DRV_04584
OLA-R0037010,2025-05-13 08:54:00,Jaipur,Suburb,6.84,282.95,Low,4.9,Sedan,UPI,23.35,0,DRV_00584
OLA-R0037011,2025-04-27 06:27:00,Mumbai,Metro Core,10.17,352.18,Medium,4.42,Mini,Ola Money,71.3,1,DRV_01284
OLA-R0037012,2025-02-24 08:28:00,Bangalore,Outskirts,3.94,84.56,High,4.03,Micro,UPI,13.51,0,DRV_03490
OLA-R0037013,2025-01-03 11:08:00,Kochi,Metro Core,26.38,586.86,Medium,4.37,Mini,Card,148.63,0,DRV_01931
OLA-R0037014,2025-04-17 11:41:00,Nagpur,City,19.04,651.11,Severe,4.49,Sedan,UPI,124.44,0,DRV_00969
OLA-R0037015,2025-05-12 11:35:00,Pune,City,4.52,210.89,Medium,4.05,Auto,UPI,23.87,1,DRV_03122
OLA-R0037016,2025-04-27 06:32:00,Pune,Metro Core,2.26,49.81,Severe,4.15,Auto,Cash,13.21,0,DRV_04318
OLA-R0037017,2025-05-12 16:30:00,Hyderabad,City,2.21,70.83,Severe,4.4,Bike,Ola Money,11.83,1,DRV_05590
OLA-R0037018,2025-01-30 09:58:00,Ahmedabad,City,19.47,,Low,3.9,Bike,UPI,42.72,0,DRV_03270
OLA-R0037019,2025-04-05 13:04:00,Delhi,Suburb,9.54,399.77,Low,3.6,Mini,Cash,56.54,0,DRV_06295
OLA-R0037020,2025-03-24 07:05:00,Hyderabad,Outskirts,12.83,197.08,Severe,3.98,Micro,UPI,36.9,0,DRV_06455
OLA-R0037021,2025-01-31 21:50:00,Hyderabad,Suburb,3.76,168.33,Low,4.54,Auto,Ola Money,35.91,0,DRV_03638
OLA-R0037022,2025-03-30 20:09:00,Indore,Suburb,24.5,678.88,,4.31,Mini,Cash,106.02,0,DRV_06175
OLA-R0037023,2025-03-25 04:16:00,Kochi,Outskirts,,39.24,Medium,4.81,Sedan,UPI,6.86,0,DRV_03805
OLA-R0037024,2025-01-31 21:51:00,Delhi,Metro Core,3.88,76.55,Severe,4.28,Micro,Card,17.76,0,DRV_01829
OLA-R0037025,2025-04-08 13:30:00,Kochi,Suburb,6.62,246.07,Medium,4.98,Bike,UPI,33.1,1,DRV_06465
OLA-R0037026,2025-03-02 17:39:00,Mumbai,Outskirts,3.87,126.63,Severe,4.35,Prime,Cash,15.35,0,DRV_04235
OLA-R0037027,2025-01-19 15:55:00,Kolkata,City,0.16,5.37,High,3.56,Bike,UPI,1.35,0,DRV_01545
OLA-R0037028,2025-03-31 19:01:00,Hyderabad,City,25.27,705.08,,,Bike,Ola Money,179.6,0,DRV_01143
OLA-R0037029,2025-04-20 18:30:00,Surat,Outskirts,0.16,4.34,Low,3.79,Bike,Card,0.52,1,DRV_04604
OLA-R0037030,2025-01-09 03:44:00,Nagpur,Metro Core,7.3,247.99,Low,4.05,Prime,Cash,24.17,0,DRV_01148
OLA-R0037031,2025-04-24 13:25:00,Kochi,Outskirts,10.97,417.79,High,3.7,Auto,UPI,80.18,1,DRV_04003
OLA-R0037032,2025-05-01 21:22:00,Chandigarh,City,7.48,171.78,Low,4.23,Sedan,Cash,34.05,0,DRV_04744
OLA-R0037033,2025-04-11 02:42:00,Mumbai,City,7.1,138.84,Severe,3.68,Auto,Cash,23.2,0,DRV_03887
OLA-R0037034,2025-02-16 00:36:00,Bhopal,Metro Core,2.68,133.14,Low,5.21,Auto,Cash,14.24,0,DRV_02287
OLA-R0037035,2025-02-20 05:02:00,Chennai,Outskirts,1.79,45.35,High,4.36,Bike,Cash,6.1,0,DRV_04756
OLA-R0037036,2025-01-17 06:39:00,Indore,Metro Core,12.81,349.83,Severe,4.19,Prime,Cash,75.46,0,DRV_02140
OLA-R0037037,2025-04-20 20:44:00,Surat,Suburb,0.85,30.65,Severe,4.11,Bike,UPI,4.11,0,DRV_05259
OLA-R0037038,2025-02-12 18:29:00,Jaipur,City,22.13,701.34,Low,4.07,Sedan,Ola Money,72.09,0,DRV_01299
OLA-R0037039,2025-02-14 21:53:00,Chennai,Metro Core,7.3,232.62,High,3.41,Prime,Cash,43.15,1,DRV_03327
OLA-R0037040,2025-02-10 21:28:00,Chennai,City,0.04,0.67,High,4.15,Prime,Cash,0.21,0,DRV_00108
OLA-R0037041,2025-04-07 22:07:00,Bhopal,Outskirts,6.75,167.8,High,,Prime,Card,38.59,0,DRV_04499
OLA-R0037042,2025-02-23 06:46:00,Lucknow,Suburb,8.49,174.94,Low,4.08,Mini,UPI,38.69,0,DRV_03938
OLA-R0037043,2025-02-20 02:55:00,Indore,Metro Core,0.24,,High,3.79,Bike,UPI,1.57,0,DRV_06462
OLA-R0037044,2025-04-14 08:57:00,Lucknow,Outskirts,4.83,89.67,High,4.46,Auto,Cash,22.43,1,DRV_03535
OLA-R0037045,2025-01-12 19:14:00,Kochi,Suburb,11.07,228.07,Medium,4.41,Mini,UPI,63.45,0,DRV_04040
OLA-R0037046,2025-02-09 13:58:00,Surat,City,10.08,365.66,Severe,4.43,Sedan,Card,46.85,0,DRV_03818
OLA-R0037047,2025-01-30 01:32:00,Surat,Outskirts,,56.34,Severe,4.71,Bike,Card,14.41,0,DRV_02376
OLA-R0037048,2025-04-25 20:18:00,Indore,City,7.09,144.78,Severe,3.77,Sedan,UPI,37.76,0,DRV_06467
OLA-R0037049,2025-04-28 00:24:00,Patna,Suburb,10.99,409.91,Low,,Prime,UPI,96.43,0,DRV_01260
OLA-R0037050,2025-03-24 01:11:00,Surat,City,38.4,1181.83,Low,4.04,Bike,UPI,239.0,0,DRV_06286
OLA-R0037051,2025-01-11 02:34:00,Surat,Outskirts,2.03,46.67,Medium,3.87,Sedan,Cash,8.67,0,DRV_05003
OLA-R0037052,2025-01-16 13:30:00,Jaipur,City,3.67,104.27,Low,4.82,Bike,Cash,22.7,0,DRV_00453
OLA-R0037053,2025-05-14 22:58:00,Ahmedabad,City,3.94,112.32,Medium,4.68,Auto,Ola Money,19.83,0,DRV_05478
OLA-R0037054,2025-03-22 09:56:00,Chennai,Metro Core,1.44,36.42,Severe,3.99,Bike,Card,6.24,0,DRV_04996
OLA-R0037055,2025-05-12 07:49:00,Surat,Outskirts,1.79,60.28,Severe,4.06,Micro,Cash,12.31,0,DRV_01950
OLA-R0037056,2025-01-04 22:15:00,Jaipur,Outskirts,3.79,139.19,High,3.41,Micro,Ola Money,17.1,0,DRV_00784
OLA-R0037057,2025-02-02 07:23:00,Mumbai,City,3.38,108.97,Low,3.05,Auto,Ola Money,32.89,0,DRV_04908
OLA-R0037058,2025-02-05 09:15:00,Surat,Suburb,10.81,282.11,Low,4.32,Mini,Card,105.56,1,DRV_01213
OLA-R0037059,2025-02-18 04:32:00,Indore,City,2.83,45.62,Low,3.67,Sedan,Card,11.73,0,DRV_04360
OLA-R0037060,2025-03-04 18:54:00,Ahmedabad,Outskirts,2.31,55.52,Low,3.97,Bike,Ola Money,9.17,0,DRV_01440
OLA-R0037061,2025-02-08 18:15:00,Indore,Suburb,1.96,60.15,Low,5.23,Sedan,Ola Money,15.8,0,DRV_02976
OLA-R0037062,2025-02-20 15:54:00,Pune,City,0.65,22.4,Low,3.89,Sedan,UPI,6.8,0,DRV_05840
OLA-R0037063,2025-04-03 07:38:00,Chennai,Suburb,,49.89,Low,5.24,Prime,Ola Money,12.98,1,DRV_06468
OLA-R0037064,2025-03-14 07:47:00,Kochi,Metro Core,8.0,208.62,High,4.51,Micro,UPI,26.84,0,DRV_02343
OLA-R0037065,2025-01-27 15:01:00,Surat,Suburb,1.95,55.33,Medium,4.37,Prime,UPI,9.67,0,DRV_06271
OLA-R0037066,2025-04-06 23:07:00,Kochi,Metro Core,16.57,343.7,Medium,4.53,Prime,Ola Money,104.33,0,DRV_02876
OLA-R0037067,2025-02-27 02:01:00,Patna,Metro Core,1.55,59.29,,5.38,Micro,Ola Money,12.18,0,DRV_05349
OLA-R0037068,2025-02-08 11:04:00,Lucknow,Outskirts,6.78,187.08,Medium,4.19,Auto,UPI,30.52,0,DRV_04560
OLA-R0037069,2025-03-01 23:49:00,Ahmedabad,Outskirts,8.51,155.95,High,4.3,Sedan,UPI,52.96,0,DRV_04591
OLA-R0037070,2025-01-26 01:33:00,Lucknow,Outskirts,4.73,134.35,High,4.44,Mini,UPI,32.16,1,DRV_03478
OLA-R0037071,2025-03-23 20:27:00,Jaipur,Outskirts,3.4,85.22,Low,4.5,Prime,Cash,24.88,1,DRV_04730
OLA-R0037072,2025-03-08 05:26:00,Kochi,Suburb,9.29,376.86,Medium,4.32,Prime,Card,58.71,0,DRV_02792
OLA-R0037073,2025-03-12 05:55:00,Indore,City,7.04,315.37,Severe,4.31,Auto,UPI,44.49,0,DRV_01055
OLA-R0037074,2025-01-25 10:15:00,Indore,Suburb,5.43,181.24,Low,4.91,Bike,Card,25.09,1,DRV_02689
OLA-R0037075,2025-04-16 17:28:00,Pune,City,7.19,150.83,High,3.86,Mini,UPI,47.15,0,DRV_06267
OLA-R0037076,2025-05-17 04:12:00,Hyderabad,Metro Core,4.69,116.1,High,3.8,Prime,Ola Money,20.04,0,DRV_03147
OLA-R0037077,2025-03-27 23:16:00,Kolkata,Outskirts,27.25,721.45,High,3.43,Mini,Card,117.16,0,DRV_05925
OLA-R0037078,2025-04-14 00:37:00,Bhopal,City,1.34,30.5,,4.3,Micro,UPI,5.66,0,DRV_05402
OLA-R0037079,2025-03-27 22:36:00,Bhopal,Metro Core,2.62,83.77,Low,3.84,Prime,Ola Money,13.78,0,DRV_03303
OLA-R0037080,2025-04-28 03:08:00,Kolkata,City,3.02,78.61,Severe,3.69,Auto,UPI,19.37,0,DRV_02263
