order_id,order_datetime,delivery_city,delivery_zone,distance_km,agent_rating,weather_condition,traffic_index,vehicle_type,package_weight_kg,delivery_time_min,is_delayed,agent_id
AMZ-20250516-39709,2025-05-16 19:46:00,Jaipur,B,0.74,4.33,Cloudy,8.94,Bike,0.34,19.42,0,AGENT_05228
AMZ-20250516-39710,2025-05-16 00:58:00,Ahmedabad,C,6.05,4.55,Fog,0.18,Scooter,1.02,71.19,1,AGENT_03568
AMZ-20250415-39711,2025-04-15 20:14:00,Indore,D,2.33,4.8,Fog,9.23,Bike,0.16,39.07,0,AGENT_00244
AMZ-20250510-39712,2025-05-10 00:27:00,Surat,A,27.27,5.04,Storm,2.39,Van,7.05,28.1,1,AGENT_04473
AMZ-20250323-39713,2025-03-23 04:34:00,Surat,A,1.63,4.11,Cloudy,2.34,Cycle,0.05,18.33,1,AGENT_01262
AMZ-20250319-39714,2025-03-19 05:31:00,Kolkata,D,41.46,4.39,Cloudy,6.34,Scooter,1.16,88.36,0,AGENT_05259
AMZ-20250504-39715,2025-05-04 15:55:00,Patna,C,11.18,4.14,Storm,3.37,Van,2.93,28.17,0,AGENT_02296
AMZ-20250515-39716,2025-05-15 09:38:00,Surat,A,2.78,4.38,Storm,3.42,Van,1.17,39.86,0,AGENT_04467
AMZ-20250409-39717,2025-04-09 06:46:00,Ahmedabad,C,,4.7,Clear,1.89,Bike,0.52,29.01,1,AGENT_00082
AMZ-20250426-39718,2025-04-26 05:18:00,Pune,C,5.88,3.72,Clear,2.69,Van,0.85,27.41,1,AGENT_05342
AMZ-20250518-39719,2025-05-18 10:43:00,Indore,D,6.66,3.38,Storm,5.55,Cycle,4.72,147.7,0,AGENT_00310
AMZ-20250113-39720,2025-01-13 16:58:00,Patna,C,5.68,4.99,Clear,7.49,Cycle,12.85,20.62,0,AGENT_00943
AMZ-20250120-39721,2025-01-20 23:44:00,Chandigarh,C,4.28,3.27,Fog,3.48,Cycle,1.02,91.3,0,AGENT_03323
AMZ-20250323-39722,2025-03-23 19:02:00,Lucknow,A,4.91,,Clear,4.66,Scooter,9.08,60.62,0,AGENT_00775
AMZ-20250302-39723,2025-03-02 13:13:00,Hyderabad,A,8.13,4.27,Clear,1.81,Cycle,0.13,17.34,0,AGENT_04707
AMZ-20250406-39724,2025-04-06 07:02:00,Bhopal,C,17.93,3.01,Rain,3.39,Scooter,0.31,28.61,0,AGENT_00714
AMZ-20250313-39725,2025-03-13 09:59:00,Jaipur,A,18.12,3.64,Clear,,Cycle,0.09,87.51,1,AGENT_01862
AMZ-20250325-39726,2025-03-25 02:42:00,Mumbai,B,4.27,4.17,Fog,2.97,Scooter,3.27,169.01,1,AGENT_05398
AMZ-20250221-39727,2025-02-21 13:27:00,Kolkata,C,11.26,4.46,Storm,,Cycle,0.12,10.45,0,AGENT_03136
AMZ-20250519-39728,2025-05-19 18:23:00,Bhopal,C,12.86,3.9,Cloudy,5.09,Bike,2.56,77.59,0,AGENT_00146
AMZ-20250219-39729,2025-02-19 09:25:00,Lucknow,C,0.4,2.81,Storm,8.31,Scooter,2.79,99.65,1,AGENT_02863
AMZ-20250129-39730,2025-01-29 09:42:00,Hyderabad,D,13.65,4.16,Fog,0.62,Scooter,0.91,81.69,1,AGENT_03351
AMZ-20250326-39731,2025-03-26 17:50:00,Delhi,A,4.47,3.49,Storm,9.62,Cycle,0.37,27.85,1,AGENT_04576
AMZ-20250320-39732,2025-03-20 22:42:00,Hyderabad,C,0.52,4.02,Cloudy,3.9,Van,5.49,21.59,1,AGENT_00366
AMZ-20250211-39733,2025-02-11 23:46:00,Chennai,C,0.08,3.75,Storm,2.31,Scooter,4.92,115.9,1,AGENT_02415
AMZ-20250325-39734,2025-03-25 07:15:00,Bhopal,D,12.62,4.3,Clear,0.2,Cycle,0.85,27.77,0,AGENT_01456
AMZ-20250322-39735,2025-03-22 16:43:00,Delhi,D,0.55,3.13,Cloudy,0.77,Van,3.11,18.83,1,AGENT_01078
AMZ-20250417-39736,2025-04-17 22:31:00,Jaipur,B,0.26,4.57,Clear,6.77,Cycle,8.24,28.84,0,AGENT_01982
AMZ-20250120-39737,2025-01-20 11:46:00,Jaipur,D,4.14,4.54,Cloudy,4.17,Van,2.47,29.11,1,AGENT_05276
AMZ-20250220-39738,2025-02-20 18:42:00,Chandigarh,C,8.64,3.91,Clear,8.49,Van,0.2,34.88,1,AGENT_00383
AMZ-20250114-39739,2025-01-14 08:57:00,Hyderabad,A,1.34,5.74,Storm,0.67,Bike,0.25,18.2,0,AGENT_04381
AMZ-20250406-39740,2025-04-06 11:33:00,Patna,D,14.1,3.42,Rain,2.64,Bike,5.15,12.14,0,AGENT_05175
AMZ-20250109-39741,2025-01-09 22:41:00,Kolkata,A,16.12,4.29,Clear,7.05,Scooter,1.22,42.77,1,AGENT_03794
AMZ-20250209-39742,2025-02-09 07:51:00,Ahmedabad,D,6.83,4.41,Cloudy,8.45,Cycle,5.54,26.3,1,AGENT_02326
AMZ-20250223-39743,2025-02-23 06:37:00,Pune,C,18.06,2.57,Fog,8.97,Cycle,4.21,93.29,1,AGENT_03703
AMZ-20250501-39744,2025-05-01 02:39:00,Hyderabad,A,14.87,3.83,Fog,3.29,Van,0.59,27.4,1,AGENT_03656
AMZ-20250311-39745,2025-03-11 01:58:00,Pune,B,6.67,4.08,Storm,2.35,Van,4.8,21.96,0,AGENT_01557
AMZ-20250123-39746,2025-01-23 16:47:00,Jaipur,B,0.26,3.26,Cloudy,7.08,Cycle,3.98,38.29,0,AGENT_02377
AMZ-20250418-39747,2025-04-18 07:05:00,Chandigarh,A,11.05,3.87,Fog,3.1,Scooter,0.33,69.35,1,AGENT_04804
AMZ-20250508-39748,2025-05-08 00:09:00,Surat,C,1.36,3.55,,5.25,Van,3.49,35.98,0,AGENT_01155
AMZ-20250422-39749,2025-04-22 20:31:00,Kolkata,D,18.91,4.23,Fog,6.25,Van,1.36,15.91,1,AGENT_03002
AMZ-20250209-39750,2025-02-09 17:44:00,Hyderabad,A,3.75,3.99,Clear,3.83,Cycle,3.5,39.27,0,AGENT_01528
AMZ-20250414-39751,2025-04-14 22:28:00,Jaipur,D,4.1,4.11,Fog,7.5,Scooter,0.4,95.35,1,AGENT_01759
AMZ-20250328-39752,2025-03-28 13:17:00,Patna,B,7.32,4.03,Fog,7.57,Bike,4.85,161.4,1,AGENT_00791
AMZ-20250415-39753,2025-04-15 09:15:00,Kolkata,C,4.9,2.85,Rain,6.7,Cycle,5.09,14.09,1,AGENT_00405
AMZ-20250103-39754,2025-01-03 01:50:00,Surat,C,6.3,4.59,Clear,,Bike,5.63,141.31,1,AGENT_04091
AMZ-20250220-39755,2025-02-20 08:40:00,Bangalore,D,9.71,4.22,Cloudy,6.92,Scooter,2.71,106.96,1,AGENT_03411
AMZ-20250517-39756,2025-05-17 07:34:00,Delhi,B,17.82,4.01,Cloudy,1.7,Cycle,2.18,26.35,0,AGENT_02347
AMZ-20250306-39757,2025-03-06 05:29:00,Surat,D,5.27,2.59,Storm,2.74,Van,1.09,12.41,0,AGENT_03564
AMZ-20250502-39758,2025-05-02 03:00:00,Bangalore,B,13.37,4.24,Clear,2.72,Bike,2.29,13.43,1,AGENT_01016
AMZ-20250314-39759,2025-03-14 22:32:00,Lucknow,D,2.33,3.32,Clear,1.08,Scooter,1.19,34.45,0,AGENT_05940
AMZ-20250403-39760,2025-04-03 18:01:00,Hyderabad,A,14.62,4.79,Cloudy,0.1,Bike,1.34,14.74,1,AGENT_02467
AMZ-20250423-39761,2025-04-23 02:17:00,Jaipur,A,10.83,3.78,Rain,9.32,Scooter,2.66,26.36,1,AGENT_04281
AMZ-20250206-39762,2025-02-06 04:37:00,Indore,B,14.69,4.34,Cloudy,4.11,Scooter,1.99,14.03,1,AGENT_02048
AMZ-20250518-39763,2025-05-18 08:51:00,Jaipur,B,,4.51,Storm,6.56,Cycle,0.45,53.18,1,AGENT_02193
AMZ-20250320-39764,2025-03-20 22:17:00,Lucknow,D,3.84,4.52,Rain,3.49,Scooter,1.52,86.38,0,AGENT_00691
AMZ-20250501-39765,2025-05-01 22:27:00,Indore,A,26.96,4.09,Rain,1.29,Van,1.02,18.63,0,AGENT_03327
AMZ-20250416-39766,2025-04-16 08:09:00,Hyderabad,A,3.41,3.97,Storm,0.32,Scooter,8.74,277.52,1,AGENT_04997
AMZ-20250517-39767,2025-05-17 09:27:00,Nagpur,A,33.79,3.38,Cloudy,7.65,Bike,13.06,40.54,0,AGENT_02645
AMZ-20250107-39768,2025-01-07 06:04:00,Surat,D,4.93,4.53,Clear,1.97,Cycle,3.33,65.36,0,AGENT_04583
AMZ-20250506-39769,2025-05-06 18:17:00,Jaipur,B,6.23,4.32,Clear,5.94,Van,0.22,10.38,0,AGENT_01053
AMZ-20250507-39770,2025-05-07 00:52:00,Bangalore,D,2.21,3.4,Clear,7.96,Cycle,0.79,35.89,0,AGENT_02196
AMZ-20250427-39771,2025-04-27 16:50:00,Bangalore,A,4.91,3.75,Rain,9.21,Cycle,4.64,13.2,1,AGENT_04373
AMZ-20250121-39772,2025-01-21 07:26:00,Delhi,D,4.82,3.6,Storm,8.65,Scooter,1.52,50.12,0,AGENT_01030
AMZ-20250228-39773,2025-02-28 16:26:00,Bhopal,D,7.84,4.61,Rain,0.07,Bike,2.78,40.74,1,AGENT_02993
AMZ-20250405-39774,2025-04-05 06:51:00,Patna,A,1.91,3.57,Cloudy,0.82,Scooter,0.61,65.0,0,AGENT_02962
AMZ-20250504-39775,2025-05-04 11:46:00,Kolkata,C,5.42,3.4,Rain,3.05,Scooter,7.8,62.68,0,AGENT_05905
AMZ-20250219-39776,2025-02-19 16:40:00,Bangalore,B,2.14,4.94,Cloudy,7.09,Cycle,1.0,10.09,1,AGENT_03835
AMZ-20250312-39777,2025-03-12 13:58:00,Indore,A,1.74,3.22,Cloudy,8.23,Bike,0.41,21.95,0,AGENT_02701
AMZ-20250202-39778,2025-02-02 08:14:00,Ahmedabad,A,7.28,4.09,Fog,5.62,Bike,0.16,18.2,1,AGENT_05311
AMZ-20250519-39779,2025-05-19 18:32:00,Lucknow,B,1.5,4.14,Cloudy,6.36,Van,5.27,138.09,1,AGENT_05879
AMZ-20250413-39780,2025-04-13 00:49:00,Bhopal,A,,5.03,Fog,7.97,Bike,0.35,46.97,0,AGENT_00530
AMZ-20250314-39781,2025-03-14 17:29:00,Chandigarh,A,12.29,4.22,Clear,2.66,Van,0.96,24.09,1,AGENT_00617
AMZ-20250323-39782,2025-03-23 06:13:00,Lucknow,A,20.26,4.36,Fog,4.01,Cycle,6.47,41.57,1,AGENT_00163
AMZ-20250107-39783,2025-01-07 05:47:00,Pune,C,,3.6,,8.33,Bike,0.37,15.9,0,AGENT_05552
AMZ-20250403-39784,2025-04-03 08:34:00,Jaipur,D,0.3,,Storm,0.47,Scooter,1.28,62.14,0,AGENT_03200
AMZ-20250427-39785,2025-04-27 00:29:00,Lucknow,D,12.5,2.89,Cloudy,4.26,Cycle,1.39,54.14,0,AGENT_02678
AMZ-20250427-39786,2025-04-27 18:04:00,Kolkata,D,14.25,4.42,Fog,,Cycle,0.07,14.66,1,AGENT_05829
AMZ-20250112-39787,2025-01-12 04:37:00,Hyderabad,C,7.88,4.44,Cloudy,7.8,Scooter,0.21,49.92,1,AGENT_03948
AMZ-20250512-39788,2025-05-12 23:11:00,Delhi,D,1.48,4.76,Clear,9.6,Scooter,1.78,12.75,1,AGENT_01210
AMZ-20250508-39789,2025-05-08 04:39:00,Nagpur,C,15.0,4.52,Rain,3.82,Van,9.35,68.12,1,AGENT_03795
AMZ-20250104-39790,2025-01-04 22:42:00,Surat,B,7.03,3.58,Clear,4.05,Van,0.76,10.08,1,AGENT_00186
AMZ-20250103-39791,2025-01-03 08:19:00,Bhopal,D,0.94,3.46,Storm,5.36,Van,0.43,44.5,0,AGENT_01786
AMZ-20250214-39792,2025-02-14 08:06:00,Bangalore,D,2.98,4.36,Storm,1.4,Scooter,1.41,14.69,1,AGENT_01996
AMZ-20250328-39793,2025-03-28 08:35:00,Hyderabad,A,19.49,4.28,Rain,7.37,Scooter,1.25,12.36,0,AGENT_00188
AMZ-20250118-39794,2025-01-18 14:58:00,Mumbai,D,1.16,4.16,Storm,4.82,Van,4.71,97.96,1,AGENT_04867
AMZ-20250108-39795,2025-01-08 02:21:00,Delhi,D,7.44,4.25,Cloudy,0.47,Cycle,1.57,128.83,0,AGENT_03355
AMZ-20250514-39796,2025-05-14 13:20:00,Nagpur,C,11.6,,Fog,2.6,Van,2.54,37.7,0,AGENT_01506
AMZ-20250124-39797,2025-01-24 06:56:00,Hyderabad,D,5.59,4.57,Storm,9.14,Scooter,1.42,131.97,0,AGENT_03163
AMZ-20250126-39798,2025-01-26 00:21:00,Kolkata,D,0.91,4.21,Cloudy,3.88,Van,8.29,10.69,0,AGENT_03048
AMZ-20250429-39799,2025-04-29 09:02:00,Lucknow,A,16.47,4.05,Storm,9.95,Cycle,1.11,49.6,1,AGENT_04313
AMZ-20250324-39800,2025-03-24 09:58:00,Hyderabad,B,0.43,3.83,Cloudy,8.01,Bike,0.07,24.88,1,AGENT_02678
AMZ-20250217-39801,2025-02-17 08:23:00,Nagpur,C,10.01,3.86,Cloudy,9.92,Bike,4.62,63.24,1,AGENT_01502
AMZ-20250106-39802,2025-01-06 07:57:00,Delhi,C,,3.83,Storm,,Bike,2.02,19.64,0,AGENT_01231
AMZ-20250427-39803,2025-04-27 04:10:00,Kolkata,B,8.12,3.89,Rain,7.84,Scooter,4.11,34.61,1,AGENT_00125
AMZ-20250507-39804,2025-05-07 11:25:00,Patna,C,0.03,3.88,Rain,6.09,Cycle,6.14,61.68,1,AGENT_00013
AMZ-20250404-39805,2025-04-04 21:08:00,Jaipur,B,3.0,4.49,Cloudy,8.45,Bike,5.29,20.64,0,AGENT_02383
AMZ-20250427-39806,2025-04-27 20:12:00,Nagpur,C,7.37,4.22,Clear,3.85,Scooter,0.39,57.83,1,AGENT_03488
AMZ-20250505-39807,2025-05-05 16:22:00,Hyderabad,D,11.36,4.04,Fog,5.18,Bike,3.79,105.14,1,AGENT_03924
AMZ-20250514-39808,2025-05-14 15:18:00,Indore,C,1.17,4.08,Fog,3.72,Scooter,0.63,24.61,0,AGENT_03586
AMZ-20250224-39809,2025-02-24 10:53:00,Mumbai,D,4.81,3.13,Storm,3.15,Van,0.47,29.25,1,AGENT_02684
AMZ-20250115-39810,2025-01-15 23:52:00,Chandigarh,D,9.45,3.43,Storm,4.05,Bike,4.3,10.18,0,AGENT_03941
AMZ-20250126-39811,2025-01-26 07:59:00,Ahmedabad,C,1.19,2.9,Clear,7.66,Scooter,2.08,54.47,0,AGENT_03660
AMZ-20250220-39812,2025-02-20 13:41:00,Hyderabad,C,0.33,3.65,Storm,4.87,Scooter,2.28,19.4,0,AGENT_04302
AMZ-20250404-39813,2025-04-04 05:03:00,Hyderabad,B,0.74,3.97,Clear,9.13,Scooter,0.15,163.93,0,AGENT_00027
AMZ-20250415-39814,2025-04-15 16:30:00,Patna,A,3.15,3.46,Fog,6.61,Van,1.09,105.69,0,AGENT_01200
AMZ-20250112-39815,2025-01-12 03:14:00,Bangalore,B,18.02,3.87,Clear,0.99,Scooter,8.68,20.98,1,AGENT_04186
AMZ-20250324-39816,2025-03-24 08:52:00,Hyderabad,C,14.45,4.34,Cloudy,9.39,Cycle,6.08,66.68,0,AGENT_05832
AMZ-20250512-39817,2025-05-12 22:32:00,Lucknow,C,4.96,3.48,Cloudy,8.68,Cycle,0.02,55.65,1,AGENT_01852
AMZ-20250125-39818,2025-01-25 04:29:00,Pune,A,8.56,4.52,Clear,9.64,Scooter,1.77,40.8,1,AGENT_00680
AMZ-20250217-39819,2025-02-17 00:29:00,Patna,A,14.62,4.45,Clear,2.46,Van,1.01,21.26,0,AGENT_05808
AMZ-20250210-39820,2025-02-10 05:02:00,Bangalore,D,3.68,4.34,Cloudy,6.74,Scooter,1.67,20.17,1,AGENT_00512
AMZ-20250307-39821,2025-03-07 22:29:00,Mumbai,B,1.88,3.94,Storm,7.42,Scooter,0.2,139.89,0,AGENT_00788
AMZ-20250330-39822,2025-03-30 22:19:00,Kolkata,C,31.8,3.79,Rain,7.36,Bike,0.33,27.92,0,AGENT_05380
AMZ-20250409-39823,2025-04-09 01:05:00,Patna,C,8.79,3.51,Storm,3.04,Cycle,7.78,119.65,0,AGENT_04698
AMZ-20250222-39824,2025-02-22 11:43:00,Bhopal,B,6.63,4.38,Clear,5.1,Cycle,8.6,16.98,1,AGENT_02265
AMZ-20250413-39825,2025-04-13 17:10:00,Pune,C,8.91,3.64,Cloudy,5.45,Bike,0.02,58.33,1,AGENT_02560
AMZ-20250113-39826,2025-01-13 00:41:00,Lucknow,C,3.21,4.61,Fog,,Van,0.65,88.78,0,AGENT_01958
AMZ-20250423-39827,2025-04-23 09:55:00,Ahmedabad,A,8.53,4.03,,7.89,Cycle,3.36,44.9,1,AGENT_02546
AMZ-20250225-39828,2025-02-25 22:13:00,Chandigarh,C,4.25,4.17,Cloudy,4.13,Cycle,14.48,123.97,0,AGENT_00101
AMZ-20250428-39829,2025-04-28 00:21:00,Hyderabad,A,10.07,4.77,Clear,6.0,Van,4.33,163.27,1,AGENT_00033
AMZ-20250103-39830,2025-01-03 15:40:00,Chandigarh,D,3.04,4.21,Fog,7.57,Scooter,3.13,11.18,0,AGENT_05418
AMZ-20250416-39831,2025-04-16 05:36:00,Pune,B,25.44,4.35,Rain,7.75,Bike,1.55,19.97,1,AGENT_05799
AMZ-20250516-39832,2025-05-16 08:35:00,Hyderabad,B,0.7,4.16,Rain,5.87,Cycle,10.26,26.67,0,AGENT_05692
AMZ-20250406-39833,2025-04-06 19:37:00,Lucknow,D,10.59,4.48,Fog,8.37,Van,1.0,19.88,0,AGENT_03746
AMZ-20250412-39834,2025-04-12 14:54:00,Pune,A,3.2,3.48,Cloudy,,Scooter,0.03,103.55,0,AGENT_04409
AMZ-20250225-39835,2025-02-25 20:07:00,Lucknow,D,5.18,3.65,Clear,9.34,Van,2.03,12.16,1,AGENT_01701
AMZ-20250316-39836,2025-03-16 19:17:00,Indore,C,15.08,4.37,Storm,8.99,Scooter,0.7,13.13,0,AGENT_05367
AMZ-20250331-39837,2025-03-31 04:08:00,Indore,C,2.32,3.55,Fog,9.82,Van,4.84,37.93,1,AGENT_04326
AMZ-20250413-39838,2025-04-13 03:29:00,Delhi,A,9.48,4.31,Cloudy,5.29,Van,0.18,113.67,1,AGENT_02887
AMZ-20250123-39839,2025-01-23 15:12:00,Ahmedabad,C,,4.23,Clear,4.58,Cycle,1.17,17.0,0,AGENT_04150
AMZ-20250322-39840,2025-03-22 05:37:00,Bhopal,A,21.95,2.98,Clear,7.8,Van,2.5,53.91,0,AGENT_05157
AMZ-20250128-39841,2025-01-28 07:38:00,Indore,C,10.45,4.65,Cloudy,7.5,Scooter,0.54,10.5,0,AGENT_01847
AMZ-20250414-39842,2025-04-14 14:50:00,Nagpur,C,2.97,3.58,Rain,6.97,Van,1.05,13.84,0,AGENT_01640
AMZ-20250106-39843,2025-01-06 09:53:00,Chandigarh,D,0.23,4.14,Storm,8.84,Van,2.79,39.82,0,AGENT_05504
AMZ-20250418-39844,2025-04-18 10:03:00,Lucknow,C,0.1,3.63,Cloudy,0.02,Scooter,1.11,58.7,1,AGENT_00149
AMZ-20250208-39845,2025-02-08 19:33:00,Nagpur,D,2.27,3.93,Clear,2.75,Cycle,0.47,31.82,1,AGENT_01505
AMZ-20250418-39846,2025-04-18 21:44:00,Kolkata,B,0.51,3.75,Clear,5.17,Bike,2.37,13.46,0,AGENT_00547
AMZ-20250304-39847,2025-03-04 04:49:00,Lucknow,D,0.12,3.52,Storm,8.34,Bike,3.0,12.4,1,AGENT_05370
AMZ-20250518-39848,2025-05-18 00:04:00,Nagpur,C,5.08,3.12,Fog,9.24,Van,6.91,119.47,1,AGENT_05719
AMZ-20250407-39849,2025-04-07 12:35:00,Delhi,C,1.88,3.84,Cloudy,2.65,Van,6.06,59.85,1,AGENT_02946
AMZ-20250519-39850,2025-05-19 12:07:00,Indore,B,1.45,4.01,Fog,9.85,Bike,3.32,50.6,1,AGENT_04370
AMZ-20250215-39851,2025-02-15 08:05:00,Chennai,C,6.45,3.84,,3.24,Scooter,6.64,86.86,1,AGENT_00717
AMZ-20250519-39852,2025-05-19 15:52:00,Hyderabad,A,1.83,3.39,Cloudy,9.43,Bike,2.39,58.08,1,AGENT_00050
AMZ-20250418-39853,2025-04-18 15:48:00,Chennai,A,2.5,4.07,Clear,0.68,Bike,3.44,139.06,0,AGENT_00718
AMZ-20250423-39854,2025-04-23 14:12:00,Surat,A,9.23,4.62,Fog,0.02,Bike,3.28,11.68,1,AGENT_01021
AMZ-20250209-39855,2025-02-09 02:27:00,Delhi,B,1.22,3.86,Fog,1.41,Van,2.92,13.59,0,AGENT_05972
AMZ-20250221-39856,2025-02-21 19:25:00,Jaipur,C,38.54,3.52,Clear,4.94,Van,1.28,51.32,1,AGENT_02487
AMZ-20250406-39857,2025-04-06 07:02:00,Chandigarh,A,3.06,4.35,Fog,8.67,Bike,0.81,83.22,1,AGENT_04522
AMZ-20250216-39858,2025-02-16 06:36:00,Patna,A,0.15,4.52,Clear,,Scooter,1.76,42.13,0,AGENT_01906
AMZ-20250211-39859,2025-02-11 11:44:00,Bhopal,B,3.87,3.73,Clear,8.78,Van,1.74,16.72,1,AGENT_01432
AMZ-20250401-39860,2025-04-01 06:11:00,Indore,B,5.82,4.29,Storm,8.79,Cycle,0.33,15.75,1,AGENT_02132
AMZ-20250401-39861,2025-04-01 03:07:00,Pune,A,12.78,4.38,Clear,3.45,Bike,1.01,16.4,0,AGENT_04000
AMZ-20250209-39862,2025-02-09 17:46:00,Bhopal,C,10.3,4.48,Cloudy,8.51,Cycle,3.81,28.63,0,AGENT_02931
AMZ-20250122-39863,2025-01-22 14:54:00,Jaipur,D,14.97,4.57,Cloudy,8.77,Scooter,1.28,83.77,0,AGENT_05150
AMZ-20250301-39864,2025-03-01 00:07:00,Lucknow,B,17.52,4.02,Storm,,Bike,0.96,112.7,0,AGENT_03956
AMZ-20250126-39865,2025-01-26 10:15:00,Bangalore,A,12.23,4.92,Fog,5.22,Cycle,0.63,51.95,0,AGENT_00806
AMZ-20250410-39866,2025-04-10 22:01:00,Bangalore,C,0.11,4.25,Cloudy,7.69,Scooter,1.52,54.8,0,AGENT_04226
AMZ-20250421-39867,2025-04-21 00:12:00,Bangalore,A,7.46,3.74,Fog,9.17,Scooter,0.02,11.18,1,AGENT_05910
AMZ-20250419-39868,2025-04-19 11:20:00,Mumbai,C,13.19,3.78,Cloudy,9.95,Cycle,2.5,34.0,0,AGENT_04754
AMZ-20250306-39869,2025-03-06 17:14:00,Chennai,D,1.78,3.2,Storm,1.33,Bike,0.13,27.71,0,AGENT_00353
AMZ-20250517-39870,2025-05-17 23:44:00,Patna,B,6.84,3.81,Clear,4.77,Van,3.8,14.1,0,AGENT_02360
AMZ-20250223-39871,2025-02-23 18:14:00,Patna,D,7.57,3.47,Fog,1.8,Scooter,0.73,18.39,1,AGENT_01428
AMZ-20250303-39872,2025-03-03 09:42:00,Pune,B,0.92,4.57,Rain,5.37,Scooter,2.74,78.14,1,AGENT_05898
AMZ-20250203-39873,2025-02-03 10:59:00,Nagpur,B,0.53,3.68,Storm,2.26,Bike,4.85,58.52,0,AGENT_05173
AMZ-20250403-39874,2025-04-03 16:57:00,Indore,D,3.61,4.43,Storm,5.69,Van,1.82,29.48,0,AGENT_02019
AMZ-20250509-39875,2025-05-09 06:14:00,Chennai,B,2.21,4.45,Storm,3.83,Van,7.42,63.21,1,AGENT_04643
AMZ-20250317-39876,2025-03-17 00:37:00,Hyderabad,A,,4.55,Cloudy,7.79,Cycle,4.24,41.26,1,AGENT_01844
AMZ-20250402-39877,2025-04-02 22:59:00,Chennai,D,15.72,3.17,Rain,,Cycle,3.16,13.19,1,AGENT_02082
AMZ-20250318-39878,2025-03-18 03:24:00,Delhi,D,5.49,3.29,Clear,8.31,Van,0.44,85.66,1,AGENT_01086
AMZ-20250122-39879,2025-01-22 08:12:00,Mumbai,D,6.73,,Rain,7.77,Scooter,5.53,40.3,1,AGENT_04738
AMZ-20250128-39880,2025-01-28 05:51:00,Pune,C,5.56,3.72,Storm,2.61,Scooter,4.29,48.7,0,AGENT_02079
AMZ-20250222-39881,2025-02-22 20:00:00,Bangalore,A,0.43,3.99,,5.45,Scooter,1.68,11.83,1,AGENT_03351
AMZ-20250429-39882,2025-04-29 11:32:00,Indore,B,0.32,3.76,Clear,1.76,Cycle,6.22,10.49,1,AGENT_05386
AMZ-20250110-39883,2025-01-10 04:41:00,Indore,B,18.99,3.7,Storm,0.0,Scooter,2.63,33.13,0,AGENT_02916
AMZ-20250330-39884,2025-03-30 14:41:00,Pune,A,21.46,4.68,Fog,9.35,Van,0.93,93.93,1,AGENT_02683
AMZ-20250502-39885,2025-05-02 22:38:00,Pune,C,0.5,4.39,Rain,1.69,Bike,1.65,43.12,0,AGENT_04724
AMZ-20250127-39886,2025-01-27 06:38:00,Bhopal,D,,4.82,Clear,3.9,Van,8.13,45.91,1,AGENT_00840
AMZ-20250402-39887,2025-04-02 20:06:00,Delhi,A,,4.59,Rain,3.64,Cycle,0.57,33.94,0,AGENT_02584
AMZ-20250402-39888,2025-04-02 11:13:00,Lucknow,D,3.14,3.34,Rain,6.18,Cycle,3.58,31.59,0,AGENT_02757
AMZ-20250101-39889,2025-01-01 01:08:00,Hyderabad,A,6.94,5.15,Storm,1.1,Scooter,2.42,35.57,1,AGENT_04733
AMZ-20250423-39890,2025-04-23 17:46:00,Delhi,D,1.63,5.07,Storm,7.92,Cycle,1.22,47.78,0,AGENT_05765
AMZ-20250111-39891,2025-01-11 15:57:00,Hyderabad,D,7.27,3.91,Cloudy,3.6,Scooter,3.0,87.49,1,AGENT_05530
AMZ-20250427-39892,2025-04-27 14:06:00,Delhi,B,0.89,3.94,Clear,,Scooter,1.2,84.56,1,AGENT_01596
AMZ-20250110-39893,2025-01-10 21:56:00,Bhopal,C,9.75,4.68,Fog,4.53,Van,4.14,28.39,0,AGENT_02927
AMZ-20250504-39894,2025-05-04 06:19:00,Chandigarh,C,10.56,3.91,Clear,3.41,Bike,0.68,74.06,1,AGENT_01838
AMZ-20250110-39895,2025-01-10 09:14:00,Lucknow,C,14.27,4.3,Clear,8.04,Scooter,0.91,90.07,0,AGENT_03012
AMZ-20250214-39896,2025-02-14 21:19:00,Surat,A,8.41,3.47,Fog,0.85,Scooter,2.91,31.54,1,AGENT_01914
AMZ-20250331-39897,2025-03-31 10:57:00,Hyderabad,C,0.19,3.58,Fog,4.6,Van,0.04,10.43,0,AGENT_05188
AMZ-20250111-39898,2025-01-11 04:38:00,Delhi,B,10.3,4.59,Rain,3.08,Van,0.3,10.3,1,AGENT_03868
AMZ-20250202-39899,2025-02-02 05:20:00,Jaipur,C,0.5,3.74,Cloudy,5.27,Bike,0.47,24.03,0,AGENT_00355
AMZ-20250223-39900,2025-02-23 01:35:00,Chennai,A,18.42,4.73,Fog,7.43,Van,0.15,57.94,0,AGENT_04099
AMZ-20250323-39901,2025-03-23 00:53:00,Bangalore,D,10.37,4.26,Storm,8.43,Scooter,3.97,125.41,0,AGENT_04850
AMZ-20250205-39902,2025-02-05 18:39:00,Nagpur,C,7.0,3.32,Clear,6.14,Cycle,3.9,102.95,0,AGENT_00184
AMZ-20250222-39903,2025-02-22 14:45:00,Surat,D,7.2,3.55,Clear,0.28,Bike,2.26,125.2,1,AGENT_01391
AMZ-20250112-39904,2025-01-12 06:31:00,Bangalore,D,9.16,4.29,Cloudy,8.2,Bike,2.21,37.94,1,AGENT_01954
