runs,strike_rate,boundaries,innings,team,area_sqft,price_lakhs,bedrooms,floor
1600,140.97,171,181,KKR,1897.71,418.38,4,1
2971,134.29,291,126,RCB,1053.16,277.02,4,24
677,141.14,65,172,RR,1340.55,336.2,4,29
4087,102.02,411,171,CSK,1158.63,316.36,3,46
1392,143.15,158,129,LSG,1540.1,348.72,3,10
978,160.72,80,118,CSK,537.94,208.88,3,19
1724,114.71,187,97,GT,1276.45,264.72,1,49
895,155.17,62,128,MI,1089.39,244.42,2,13
2662,124.52,302,139,PBKS,647.14,255.01,4,54
1197,132.0,96,148,LSG,984.01,208.83,5,10
2272,125.19,219,79,GT,1045.05,240.16,2,31
1319,138.51,115,149,RCB,612.68,180.88,4,1
2799,138.47,266,87,DC,614.72,163.87,3,9
2540,117.63,254,73,DC,715.51,211.53,1,47
2544,165.1,252,148,MI,250.0,94.79,3,13
1684,110.61,144,117,CSK,1573.31,343.18,1,55
3601,135.83,385,145,KKR,917.36,186.78,3,36
1200,150.15,108,106,RCB,1358.2,282.59,2,2
1665,119.17,172,191,SRH,1156.15,315.0,1,38
4244,113.7,409,79,DC,878.01,305.6,5,59
1866,124.49,172,133,MI,739.89,287.99,5,37
2137,136.19,209,174,GT,477.31,127.61,5,24
1057,135.4,101,106,MI,731.44,146.74,1,20
1177,106.38,99,52,DC,1047.75,303.03,5,21
1235,178.85,103,97,DC,1129.82,388.54,5,57
2123,114.75,223,80,RR,298.18,89.23,1,17
3874,119.2,378,36,KKR,1267.27,386.51,5,31
1167,132.19,141,101,RR,644.91,220.99,3,39
2179,169.64,223,105,GT,1477.29,402.12,5,16
4885,112.81,463,49,KKR,1056.24,328.2,3,20
2382,114.99,195,166,GT,1514.2,410.55,2,47
1571,111.29,146,89,KKR,1007.28,248.19,3,15
3968,138.08,382,155,GT,796.04,241.89,2,54
1008,176.98,110,69,DC,1248.23,231.3,1,19
1948,137.85,224,178,CSK,1665.85,397.31,3,43
2183,112.38,241,113,KKR,387.41,141.95,2,16
1897,177.7,180,171,KKR,603.6,210.29,2,42
959,156.46,84,99,RCB,852.25,176.54,1,41
923,154.08,45,70,PBKS,645.74,95.03,1,6
3107,124.03,309,9,PBKS,1647.78,361.75,2,19
2756,128.65,271,91,KKR,1068.36,257.02,2,48
2082,146.27,218,193,SRH,1038.76,270.52,3,44
3098,139.43,293,30,GT,751.63,199.62,4,42
3494,141.66,348,143,LSG,250.0,22.27,1,8
3389,135.04,345,160,DC,1164.56,252.32,2,33
3503,159.1,328,132,KKR,651.41,241.18,1,53
2934,161.13,302,188,RR,1477.84,330.11,4,26
2626,158.68,259,183,LSG,946.79,236.22,4,11
3496,116.85,388,34,KKR,1409.06,373.89,5,54
4047,130.54,430,120,CSK,752.76,224.25,3,27
2811,108.41,265,61,LSG,886.66,205.48,2,38
2993,129.27,314,38,SRH,741.44,164.55,1,31
1919,128.04,213,84,RCB,791.69,183.97,2,4
2111,125.88,195,111,PBKS,969.96,183.0,2,21
3719,154.82,358,51,SRH,1556.38,389.19,4,1
1779,165.63,173,186,DC,1623.51,369.78,3,34
4843,140.98,506,92,SRH,1325.12,330.15,5,8
2649,120.07,252,25,LSG,1077.83,252.07,2,11
3844,142.14,401,139,GT,850.04,237.81,4,14
2456,125.29,265,114,MI,1181.94,291.02,5,12
759,89.55,82,8,SRH,1861.17,456.09,3,20
2072,143.18,194,34,PBKS,1411.16,375.74,5,17
2306,108.39,225,27,MI,550.39,142.62,3,14
3255,114.91,305,108,PBKS,406.56,150.68,4,35
4200,145.48,408,150,CSK,1472.11,341.79,4,35
295,127.29,0,190,PBKS,492.29,178.0,5,10
1605,116.44,148,72,CSK,740.27,183.89,1,3
1247,139.72,134,97,KKR,532.32,129.35,5,9
3388,132.47,347,39,DC,1340.73,339.61,4,49
3588,152.55,342,73,LSG,975.68,261.28,5,46
3288,135.32,320,118,RR,1940.64,438.1,1,4
1208,145.57,141,22,RR,1241.34,269.46,3,6
1784,131.13,151,31,PBKS,251.21,126.76,5,56
1775,128.86,196,34,CSK,907.77,272.95,4,38
1989,92.08,177,68,CSK,978.11,247.91,1,54
4235,116.43,449,110,PBKS,1115.36,240.0,1,30
1023,174.8,85,78,LSG,1547.7,314.92,2,29
4215,131.37,386,187,MI,928.18,223.32,2,7
3083,125.21,315,8,SRH,758.54,200.02,2,16
815,161.94,107,181,SRH,724.0,191.82,4,19
3332,160.38,338,105,MI,739.85,189.33,2,10
4563,189.32,443,54,DC,1345.24,328.19,3,3
3878,114.93,417,115,RR,1269.07,328.84,3,36
440,116.22,23,70,GT,689.36,206.51,1,43
2052,141.28,204,97,PBKS,1122.64,247.38,3,17
1646,133.68,153,117,LSG,350.57,43.56,2,9
447,100.36,26,18,LSG,1297.47,333.34,5,11
1717,89.68,200,136,RR,1602.28,366.29,3,29
2003,117.8,166,135,MI,1208.02,308.32,5,37
1161,124.87,98,96,RR,991.8,204.8,2,35
2086,116.79,219,135,DC,1349.59,382.26,2,51
2895,153.48,273,138,SRH,930.7,261.92,5,24
1179,141.32,141,36,LSG,916.41,221.91,3,17
0,124.96,0,62,DC,1248.01,272.63,2,6
2317,109.37,239,114,KKR,852.1,230.05,1,5
1892,130.09,179,51,CSK,1044.96,276.36,1,49
400,122.07,48,31,SRH,942.8,215.59,1,28
2102,133.24,182,138,KKR,1033.73,297.44,5,29
2555,131.7,276,84,CSK,711.86,195.32,4,56
2504,144.98,269,35,PBKS,953.88,267.93,2,54
4386,110.89,448,157,KKR,250.0,89.63,3,30
1402,149.35,110,177,KKR,1108.57,340.26,4,17
3600,102.94,346,31,KKR,250.0,131.14,2,48
3132,144.94,314,97,KKR,374.29,86.04,2,36
2035,175.46,236,120,RR,748.23,189.44,5,3
430,113.25,52,104,RCB,1232.19,279.61,2,7
3277,121.67,342,68,DC,699.6,185.1,3,38
380,145.15,58,17,SRH,765.38,226.62,3,40
5307,124.87,542,96,RR,1199.52,286.94,1,27
4489,105.55,470,37,KKR,795.91,157.48,1,15
2124,146.89,203,90,DC,810.38,172.27,4,25
1463,123.81,155,28,LSG,419.17,147.65,5,29
4542,146.52,454,166,MI,468.85,97.72,2,30
2141,135.72,206,120,PBKS,998.58,253.76,1,6
1278,144.22,127,138,SRH,1032.35,223.32,1,13
2790,99.89,295,72,MI,587.08,98.45,1,4
2998,129.31,306,110,RCB,2363.87,519.35,4,25
1380,107.53,154,83,DC,1313.98,301.11,2,49
2464,155.14,275,28,MI,250.0,172.13,5,13
2792,107.13,298,197,MI,875.55,289.9,4,40
5638,103.44,547,88,KKR,1443.25,285.27,3,22
2417,91.85,227,117,LSG,288.3,129.17,1,13
2499,138.1,232,122,DC,250.0,152.69,4,34
1753,130.1,189,135,GT,1091.82,268.95,1,49
2929,113.92,312,84,RCB,999.44,259.33,1,29
2336,172.27,212,2,RR,1394.22,372.71,3,23
2389,119.92,200,57,GT,779.14,215.71,5,37
4101,106.82,411,10,KKR,1219.15,338.49,2,32
2283,154.27,221,82,LSG,585.47,121.86,1,57
2540,132.79,262,98,LSG,250.0,51.85,1,22
2484,146.54,224,142,KKR,921.5,219.73,2,24
1744,156.06,166,102,GT,695.89,174.04,3,1
3318,164.07,350,32,RR,1457.79,338.11,4,54
2431,114.98,208,181,GT,1072.94,225.31,2,38
3820,148.12,391,3,CSK,784.14,224.84,2,22
1764,130.51,133,48,SRH,954.34,188.65,3,9
3463,129.22,352,136,SRH,1924.61,480.39,3,55
1177,104.85,118,9,GT,925.93,341.33,5,56
0,141.66,0,16,CSK,1030.04,271.12,4,14
652,122.24,133,88,LSG,1026.54,241.29,3,12
3670,124.97,334,31,RCB,1192.09,312.84,2,1
3698,141.04,397,133,MI,982.77,231.22,1,10
1204,133.94,132,97,GT,801.67,212.35,2,18
866,147.73,106,94,SRH,460.47,147.51,4,20
2644,159.76,235,119,GT,719.39,192.42,1,6
2056,145.12,185,94,RCB,1159.87,306.14,1,52
1725,128.61,203,39,RCB,1630.05,364.36,3,16
484,171.09,47,16,GT,1067.87,217.05,3,10
4514,135.4,463,192,RR,676.61,140.21,2,32
659,144.29,87,47,KKR,631.5,208.46,5,35
2438,115.3,268,187,RR,462.24,155.43,1,34
3407,142.54,346,99,PBKS,1070.55,230.96,1,24
1313,160.0,132,20,GT,1006.74,300.4,5,43
3365,119.65,318,21,RR,1264.1,342.1,1,55
2181,151.62,205,181,PBKS,287.41,128.46,5,5
2615,146.16,248,79,DC,1319.24,366.62,4,55
2375,159.46,226,182,MI,806.71,170.79,3,18
3325,149.94,348,49,RCB,688.57,210.78,5,55
2295,124.23,234,144,RCB,684.21,174.26,1,51
1035,144.54,72,16,PBKS,551.18,194.83,5,44
3895,124.36,393,23,SRH,1123.15,236.42,1,34
891,126.09,103,108,PBKS,965.45,272.99,1,9
2860,154.37,293,68,RR,1678.94,374.63,3,49
2757,143.43,283,93,RR,874.18,250.87,4,46
3850,114.35,395,165,SRH,649.13,226.05,5,36
1705,131.91,175,24,GT,804.19,237.14,3,45
3447,151.32,313,61,RCB,615.5,191.95,1,14
2897,116.91,293,8,SRH,1937.16,480.54,3,57
3079,133.47,303,197,GT,1179.49,288.4,1,46
2767,141.38,282,107,RCB,1171.65,320.61,5,39
2402,127.85,264,29,RR,1538.49,378.54,1,44
2328,102.06,242,115,LSG,937.72,248.48,3,43
1129,183.19,124,138,LSG,597.55,232.49,5,18
3669,125.99,374,184,MI,712.18,141.73,1,43
3450,117.38,366,114,RCB,719.16,237.67,5,45
190,140.19,26,108,MI,1001.94,203.4,4,1
1622,119.76,139,73,LSG,1292.7,341.18,5,56
2233,162.89,222,150,GT,794.71,194.31,5,17
0,123.93,0,10,MI,913.41,307.72,3,48
5458,145.97,542,84,KKR,367.48,154.32,1,57
2161,121.36,202,148,MI,1044.6,244.17,2,16
593,143.67,52,51,CSK,1449.07,315.16,1,41
2194,151.06,207,91,GT,1031.62,230.09,1,34
2347,149.39,237,102,PBKS,1355.6,345.82,4,30
1044,154.58,110,10,LSG,462.63,208.5,5,58
2373,144.84,229,83,CSK,1369.94,326.99,1,49
905,118.73,143,169,KKR,618.82,247.91,5,49
2454,132.71,239,40,RCB,989.77,264.11,4,42
2080,94.48,176,5,PBKS,840.45,153.24,1,21
1777,114.96,187,43,KKR,711.75,167.51,2,36
2143,95.53,210,195,GT,733.06,269.95,2,55
392,158.29,8,152,RCB,1354.82,305.41,4,19
3130,140.59,327,118,RR,985.93,263.24,1,17
2431,124.9,215,90,LSG,1469.95,411.94,4,41
3630,147.9,346,159,PBKS,646.65,220.51,4,18
1656,123.66,154,59,KKR,1073.87,268.75,3,19
3360,147.64,367,118,GT,1263.36,363.81,5,48
2450,121.2,205,116,SRH,792.99,238.58,5,39
1746,131.05,160,195,RR,888.6,272.76,3,27
916,162.29,140,191,GT,703.65,188.48,2,32
3206,146.5,326,118,SRH,1371.6,289.35,1,4
1086,175.78,90,129,SRH,977.42,213.97,3,38
3589,130.69,370,69,DC,313.61,96.5,2,11
2861,158.7,272,199,LSG,1050.96,283.5,4,25
2072,136.34,231,161,DC,347.83,85.27,4,4
1890,144.18,193,77,DC,1333.41,325.07,3,59
0,156.93,27,191,DC,1579.0,402.62,5,8
2515,99.58,219,170,SRH,1035.56,258.36,2,52
2133,173.76,228,159,DC,685.47,189.82,4,2
1603,141.3,167,52,KKR,1032.44,289.42,3,18
2678,177.19,264,178,GT,269.62,78.64,2,3
3488,178.61,346,13,RR,514.79,87.42,2,42
2549,121.19,229,193,CSK,982.85,242.03,1,28
2990,150.71,304,113,RR,1426.83,397.46,5,17
2351,131.79,245,119,KKR,1196.89,271.39,3,20
2213,111.7,238,166,KKR,834.48,193.19,1,51
3063,137.45,286,39,GT,948.69,270.1,3,33
2618,150.34,271,97,DC,1462.18,378.25,1,15
3256,165.25,304,42,PBKS,886.49,266.58,4,5
1192,148.56,140,124,PBKS,1340.1,342.72,3,50
3335,111.93,302,99,GT,1327.13,375.57,5,39
3712,147.35,383,167,LSG,1178.58,372.82,5,57
1819,142.97,181,42,SRH,1332.33,356.02,3,12
2159,111.24,214,106,MI,451.45,175.11,5,37
1010,138.24,102,73,LSG,1499.83,322.41,4,25
3620,135.27,409,198,RCB,704.91,202.72,5,45
928,140.88,118,105,PBKS,1267.94,255.56,3,23
2211,158.43,216,91,MI,992.95,287.91,4,21
2475,128.43,263,42,SRH,1439.18,343.25,4,7
1242,161.74,122,157,KKR,614.63,192.61,3,6
2222,180.2,210,196,LSG,1112.2,257.86,5,58
2855,145.4,328,153,SRH,907.09,302.26,5,58
1597,152.55,153,16,MI,1297.9,271.65,1,47
2619,163.47,285,185,PBKS,1084.31,283.36,3,30
4004,163.77,347,162,RCB,483.18,83.99,1,39
2489,134.34,258,9,MI,1090.64,266.46,2,23
3286,143.04,343,163,SRH,902.68,198.79,2,35
3618,151.48,334,27,DC,1085.99,286.93,2,49
2238,147.51,239,167,MI,1676.76,432.79,2,27
4534,138.67,451,173,SRH,1119.56,314.86,5,41
1724,113.6,178,123,SRH,678.53,195.58,1,3
4626,131.57,472,188,DC,660.58,232.84,4,33
3513,121.63,350,92,PBKS,939.46,309.31,5,32
2880,123.87,265,171,SRH,946.16,240.72,1,3
2370,103.94,243,61,PBKS,856.01,227.97,1,39
1377,155.23,124,197,PBKS,713.86,222.45,5,47
1931,125.03,201,144,LSG,521.2,144.55,3,50
2451,142.39,277,92,RCB,869.35,239.67,3,24
5412,110.94,541,130,CSK,380.71,111.5,1,39
1593,135.78,207,19,CSK,1023.88,251.38,2,43
4969,138.36,468,64,SRH,983.96,223.4,3,33
67,179.19,15,20,MI,1303.26,318.35,4,37
4352,127.19,458,58,DC,663.08,201.13,5,28
3635,142.44,372,188,DC,1104.49,276.91,2,48
4269,139.85,454,59,DC,1463.59,317.17,1,39
3527,154.73,329,118,SRH,895.35,263.73,4,44
4114,148.94,427,112,RR,1052.01,184.65,2,59
4608,124.23,446,179,PBKS,435.18,209.37,5,13
1526,147.58,137,35,CSK,725.23,193.01,2,14
934,153.93,103,105,PBKS,1056.41,235.12,2,1
696,93.69,56,138,LSG,460.21,107.04,3,48
2034,159.71,184,112,MI,976.69,245.78,4,15
3472,131.13,344,36,GT,1012.58,293.21,5,14
2754,181.96,279,181,LSG,1725.08,337.9,1,19
0,119.19,0,120,RCB,1076.21,269.26,3,56
2677,129.75,267,54,CSK,1074.21,241.63,3,34
1316,152.07,146,16,MI,1364.17,280.79,1,13
3866,153.39,415,50,GT,913.02,219.76,5,5
2616,158.54,242,26,LSG,881.58,290.84,5,26
2293,125.13,226,31,LSG,1895.88,494.39,3,44
3440,139.7,326,189,LSG,476.82,196.35,4,36
2175,189.64,214,170,KKR,696.63,244.16,5,29
2744,136.02,293,1,PBKS,937.87,354.57,4,49
3424,124.3,328,170,GT,1400.56,298.88,3,31
5810,146.23,527,177,PBKS,1784.47,442.74,2,41
2583,121.42,250,147,LSG,977.58,239.94,1,46
3235,107.96,304,57,CSK,963.6,207.47,1,12
1675,112.33,191,102,CSK,868.08,254.92,5,22
2211,147.67,221,136,GT,2414.79,549.75,2,27
3032,138.9,297,190,MI,991.28,290.06,5,25
2153,136.59,229,80,CSK,1839.22,363.0,2,15
1356,122.41,116,9,KKR,585.7,154.31,2,36
2586,118.69,276,112,RCB,941.79,229.61,2,34
1918,142.17,214,7,PBKS,250.0,100.64,3,26
4511,145.42,486,168,KKR,610.09,223.32,3,37
1570,133.79,200,189,RCB,972.38,207.07,4,16
3838,108.2,367,23,RCB,1421.32,316.7,3,12
2195,131.86,241,41,MI,1436.29,339.2,5,13
3874,88.51,369,72,MI,984.79,256.49,5,23
3773,136.04,362,151,CSK,1115.74,327.65,5,29
2881,127.91,290,11,MI,1153.55,318.26,5,33
5757,145.01,620,1,KKR,949.68,328.1,5,27
2168,121.13,243,177,CSK,1047.0,226.89,2,37
1827,130.08,211,44,DC,733.74,231.12,5,11
3260,141.36,348,69,DC,473.81,201.39,5,24
2076,149.9,238,142,LSG,548.4,130.93,3,53
1750,170.6,156,7,PBKS,1715.69,449.23,4,47
3092,184.95,292,123,CSK,909.25,266.2,3,42
280,129.98,11,188,KKR,1175.38,300.38,5,1
1399,137.09,133,24,KKR,1624.13,429.9,5,23
3757,150.61,358,132,RCB,890.59,245.81,3,56
2646,136.44,288,155,CSK,801.68,250.61,3,23
2820,148.74,272,190,PBKS,1116.09,278.27,2,16
3154,121.75,325,7,GT,763.88,235.58,5,19
2351,141.38,243,182,SRH,1015.42,217.7,1,41
136,184.77,26,193,SRH,1176.13,296.59,4,36
1934,155.39,167,104,DC,484.21,175.82,5,17
1314,152.24,146,95,RCB,406.94,153.37,3,57
1871,137.84,171,103,RCB,1251.28,340.64,4,34
3453,127.35,346,87,SRH,1241.09,293.33,1,53
3111,124.17,340,195,LSG,1116.21,246.52,2,2
4545,143.02,478,103,LSG,250.0,127.19,4,7
3575,138.32,360,148,CSK,998.84,218.38,4,47
4372,103.97,392,186,RCB,1128.86,323.49,5,26
1156,142.19,153,176,SRH,1232.1,334.19,5,33
3110,132.42,313,154,LSG,1242.55,292.12,3,32
2472,124.51,214,162,MI,850.58,292.57,5,40
2759,145.78,288,160,GT,966.63,241.59,1,7
3062,142.28,330,97,MI,1343.12,346.06,4,39
4038,132.99,392,40,PBKS,1594.23,342.57,1,40
2409,164.97,215,5,RCB,1198.58,273.32,3,4
1559,129.63,137,10,KKR,745.34,220.75,2,27
2655,150.97,267,73,GT,1119.95,273.42,1,32
2611,162.13,287,174,PBKS,803.22,247.02,4,40
5979,149.17,595,32,MI,1167.34,334.3,5,6
1952,147.11,186,189,MI,1021.65,275.37,2,20
2646,127.86,295,85,PBKS,1304.79,311.46,3,57
2068,126.93,196,170,GT,887.29,297.71,5,32
2062,132.24,201,114,GT,602.73,174.45,1,24
2411,120.3,239,26,LSG,806.2,159.7,2,8
4904,149.59,492,151,SRH,1036.04,219.19,1,11
2705,159.53,270,137,RR,1171.3,242.35,1,50
1584,123.31,162,197,MI,1313.04,387.6,5,16
2249,97.15,218,55,GT,900.19,270.14,3,42
1473,134.59,126,136,DC,1443.59,252.16,1,22
3912,123.45,403,116,MI,1020.77,209.23,3,24
770,133.39,45,56,KKR,708.24,217.13,4,36
2933,152.35,278,183,DC,956.46,337.15,4,3
1264,132.61,120,43,LSG,972.21,210.18,1,12
4190,81.59,445,75,RR,1097.75,355.51,5,59
3877,165.69,406,56,RCB,1092.71,254.41,4,39
1482,153.45,185,164,DC,250.0,95.32,4,44
3317,164.33,315,146,LSG,906.24,196.7,2,24
4820,121.23,472,31,RCB,1245.85,228.55,1,58
2285,99.16,210,8,GT,1418.44,304.89,1,10
2930,151.93,280,100,DC,556.03,140.38,3,9
4539,97.38,447,147,DC,957.25,191.75,2,19
1407,158.28,141,150,GT,1344.41,324.15,3,11
3313,115.1,309,66,GT,560.41,125.45,2,54
2487,135.98,220,139,GT,1137.58,264.15,3,35
2241,126.47,211,195,RR,701.47,265.46,4,38
2382,145.87,221,33,RCB,988.59,186.98,2,24
231,116.55,35,53,PBKS,1009.65,278.5,3,23
1914,119.34,181,173,SRH,1153.11,253.98,2,8
0,131.83,9,195,KKR,950.85,354.16,5,19
4333,166.22,395,123,RCB,1036.47,203.51,1,40
3429,146.49,345,39,DC,920.21,302.06,4,12
369,146.6,49,165,PBKS,860.21,284.19,5,25
781,116.49,71,98,MI,993.8,246.84,5,33
513,163.73,37,50,SRH,654.73,172.27,3,8
1500,158.59,124,28,RR,1006.79,221.96,3,25
2091,132.02,263,14,GT,1137.39,232.86,1,35
4792,92.53,479,52,LSG,827.77,183.19,1,53
1087,110.67,140,122,RR,1083.29,344.21,4,41
1571,154.43,161,92,CSK,783.81,207.9,2,33
390,107.9,50,30,KKR,1289.73,255.24,1,10
308,144.84,72,158,CSK,927.17,213.35,3,9
1942,178.08,195,121,GT,1157.16,321.96,4,49
2850,123.74,290,155,DC,1391.11,347.29,4,23
1507,163.66,177,66,DC,1138.74,295.15,2,3
1365,149.48,126,101,CSK,1516.72,378.1,4,16
4276,117.86,454,77,SRH,986.51,182.39,1,9
4404,155.66,442,39,PBKS,1142.12,230.37,2,4
3428,177.6,319,170,DC,1233.22,235.17,1,38
4709,111.28,478,28,KKR,739.85,223.14,4,44
1690,146.34,157,84,CSK,1399.62,359.09,1,51
2375,130.92,263,63,DC,569.39,214.95,5,33
1199,114.84,129,103,LSG,725.02,291.74,5,59
611,136.38,80,55,GT,804.0,246.45,2,39
899,142.78,107,146,MI,882.37,231.07,2,37
0,149.17,10,162,MI,471.32,125.42,3,41
1001,161.87,96,185,GT,1598.12,446.07,4,23
1903,102.37,198,112,MI,1245.81,300.79,1,27
3420,150.39,340,173,LSG,873.44,259.24,4,15
2396,133.06,250,81,PBKS,1090.24,282.35,1,5
4780,131.86,472,166,SRH,556.69,226.07,5,59
2505,109.06,222,151,GT,754.58,260.96,4,35
4678,152.36,458,31,GT,1088.35,286.38,2,55
1842,107.15,177,137,RCB,1114.34,319.1,3,36
4725,135.13,490,35,RR,571.66,181.96,4,13
4132,144.45,390,153,MI,1054.47,304.63,4,1
286,172.92,0,167,RCB,1093.73,279.69,2,27
3030,136.07,299,158,PBKS,1080.09,245.64,2,36
2401,110.65,220,5,GT,480.11,157.97,5,1
2480,110.05,243,156,SRH,856.84,250.71,4,51
2844,119.51,299,117,GT,1169.77,375.62,5,43
3469,131.72,313,7,KKR,1049.69,235.1,2,45
1453,101.44,139,106,DC,680.13,229.7,1,44
3271,137.14,318,120,KKR,1552.34,403.31,5,32
3134,127.53,284,170,DC,973.98,248.23,4,3
3683,144.0,371,42,PBKS,1815.84,433.05,5,15
3837,134.44,388,57,DC,1151.73,254.97,2,49
1645,201.08,156,83,GT,1043.16,242.83,3,2
2165,141.83,197,192,SRH,1710.22,427.43,3,6
2024,152.31,173,124,RR,1412.12,345.58,4,51
3211,125.49,313,63,KKR,250.0,115.4,1,5
2427,139.05,240,18,KKR,1614.24,426.43,5,7
944,136.38,105,117,CSK,1254.84,269.8,1,49
2872,167.58,263,90,CSK,669.18,230.08,5,32
1931,115.57,203,173,RR,513.45,119.66,2,9
2297,135.38,216,20,MI,759.96,172.6,2,39
849,129.38,106,2,PBKS,1014.72,312.4,4,53
3206,126.64,350,64,CSK,851.47,327.52,4,22
393,134.23,13,30,RR,989.28,280.4,5,48
1634,128.84,164,150,LSG,1306.73,344.66,5,18
1855,162.89,177,106,RR,481.88,170.16,5,34
1651,140.4,148,119,DC,1330.79,312.51,3,55
1948,145.76,207,34,DC,795.33,224.32,5,53
3103,107.86,294,125,MI,1196.8,394.1,5,16
0,130.2,0,163,LSG,586.61,147.07,2,36
1719,116.03,163,126,RR,879.37,181.53,2,40
2277,125.06,230,197,SRH,1027.0,212.77,1,15
2365,114.77,229,57,KKR,1408.3,338.0,1,32
3011,119.5,300,15,GT,611.43,228.53,5,50
2358,135.12,268,39,CSK,845.76,238.12,4,11
2677,129.19,252,28,LSG,497.33,169.57,3,11
550,141.93,31,12,KKR,1449.37,355.88,2,55
2931,123.77,275,195,RR,502.17,180.8,4,2
4074,127.84,388,10,RCB,1946.67,536.73,5,25
1938,114.26,233,100,GT,828.62,176.95,3,27
3002,156.93,270,7,CSK,866.49,211.15,3,56
2390,104.01,229,171,RCB,561.79,197.27,5,4
643,130.76,56,81,PBKS,812.66,249.97,4,28
1212,125.85,100,20,RCB,1250.37,290.98,4,4
917,154.61,120,47,CSK,1102.88,291.81,3,52
2852,142.17,290,28,SRH,851.4,129.9,2,21
1478,153.82,133,18,RR,416.82,153.81,3,25
2298,134.93,226,57,PBKS,493.95,166.08,3,53
3726,131.89,414,109,MI,544.05,181.32,2,45
1026,122.15,96,179,RCB,963.96,255.63,3,44
2798,157.17,284,37,LSG,1057.11,195.87,1,4
1600,150.84,153,136,SRH,1013.42,235.57,1,6
2182,170.48,211,104,RCB,1152.18,316.9,5,15
660,140.71,73,105,MI,600.6,233.51,4,31
1849,128.01,210,100,CSK,623.13,184.79,3,55
3825,129.34,408,198,RR,720.31,201.42,2,31
4377,159.57,439,44,CSK,923.25,195.51,1,59
2261,107.76,215,65,SRH,1553.38,413.83,3,42
735,134.54,55,178,PBKS,811.73,258.9,4,17
2692,132.54,245,147,CSK,1207.65,317.49,3,43
2896,134.85,247,49,SRH,571.1,175.83,3,49
1107,131.22,112,67,CSK,1261.5,322.77,4,32
3122,140.3,355,91,KKR,1343.25,306.04,4,49
1497,133.47,139,46,SRH,529.07,155.12,3,24
3035,125.11,368,70,MI,1233.59,261.74,4,5
2144,114.26,181,158,RCB,1041.38,232.3,3,12
3882,168.2,408,165,CSK,587.76,135.31,1,48
2156,116.39,159,91,RCB,520.57,82.51,5,31
1825,111.81,190,198,DC,1275.57,374.13,4,45
2521,140.92,257,109,SRH,691.4,269.84,5,47
3210,126.11,305,105,PBKS,1262.43,265.02,1,52
2876,141.34,272,47,PBKS,784.7,173.53,1,1
2589,111.24,283,125,DC,250.0,125.9,4,36
2770,143.15,280,83,KKR,1051.03,336.96,5,57
784,119.65,104,30,MI,960.13,264.78,3,45
1470,148.52,161,104,DC,465.73,82.29,1,23
949,153.28,90,123,RR,945.65,338.74,4,42
0,118.04,0,162,CSK,1025.91,279.81,3,37
3719,107.34,361,90,LSG,1164.46,296.86,3,21
4751,103.84,494,110,CSK,954.63,217.2,2,58
2892,134.01,276,101,DC,613.22,229.48,5,45
2297,153.88,232,61,RCB,1229.0,332.86,5,33
4441,114.79,489,128,CSK,904.67,189.58,2,22
0,160.06,22,163,SRH,976.84,274.77,4,53
2204,152.77,218,66,DC,306.09,121.28,4,32
4012,125.47,442,13,DC,1102.16,246.87,2,10
1778,134.37,206,60,RCB,1238.32,261.18,2,19
2015,123.49,175,107,RCB,789.77,186.19,2,55
2813,147.27,299,107,CSK,250.0,125.66,5,19
1157,141.56,129,9,PBKS,1416.14,362.42,2,45
4086,184.11,411,149,MI,589.21,225.66,2,23
2118,131.25,254,169,PBKS,924.19,292.12,4,31
1204,133.34,113,108,SRH,1080.79,306.98,5,21
3916,158.67,377,65,DC,1026.92,255.1,2,37
0,138.82,21,177,CSK,1137.55,332.97,5,54
3246,128.5,287,69,KKR,856.45,197.84,1,3
1096,109.06,103,12,CSK,1032.56,271.15,2,14
2128,116.6,213,149,LSG,634.01,98.0,1,38
1058,119.7,99,61,RCB,250.0,138.35,4,53
644,148.64,50,112,LSG,1825.73,472.03,4,59
2997,132.46,309,39,RR,1053.66,316.95,3,15
2915,121.67,296,22,CSK,881.54,244.86,3,29
1942,97.76,183,90,KKR,546.24,112.85,1,14
1723,133.98,169,83,DC,951.92,251.15,3,47
2852,132.54,281,57,DC,470.9,128.95,2,32
66,119.37,0,165,PBKS,1447.56,370.7,3,25
1171,127.1,152,41,LSG,1651.73,395.87,2,11
3737,114.51,384,115,DC,250.0,142.6,1,56
3046,118.97,285,135,PBKS,1069.31,183.68,1,53
1,131.07,0,89,RR,1432.48,332.13,2,13
2428,133.81,235,33,CSK,1094.44,325.18,4,15
3159,134.45,299,3,MI,664.01,159.63,2,55
3354,125.46,373,39,LSG,1056.72,235.13,1,8
3323,147.01,358,96,DC,782.19,172.55,5,13
2093,127.02,210,164,LSG,1173.69,230.59,2,59
2140,141.33,203,168,LSG,957.7,263.15,3,21
2800,93.11,255,23,KKR,333.28,116.29,1,41
1272,139.1,123,194,LSG,1057.34,196.34,2,17
3166,162.11,352,46,PBKS,397.57,171.8,3,25
1555,141.22,147,6,GT,1100.41,248.39,2,12
2052,141.34,191,71,PBKS,1126.11,282.92,3,36
4125,136.42,430,56,RR,787.62,176.58,1,30
3854,145.04,384,21,KKR,1049.15,324.37,5,52
1012,170.08,106,97,GT,250.0,134.91,5,47
1193,120.44,110,80,RR,1057.64,263.4,1,29
1806,140.22,183,195,GT,941.67,224.45,1,27
