match_id,team1,team2,winner,venue,runs,wickets,overs
7676,RR,KKR,CSK,Wankhede,116,0,17.0
7677,MI,KKR,PBKS,Narendra Modi Stadium,94,9,11.5
7678,SRH,SRH,CSK,Eden Gardens,121,3,12.0
7679,KKR,DC,RR,Kotla,103,0,16.5
7680,RCB,RCB,SRH,Eden Gardens,108,5,14.9
7681,SRH,DC,RR,Chinnaswamy,118,4,10.8
7682,PBKS,KKR,DC,Chinnaswamy,224,1,10.5
7683,DC,KKR,KKR,Kotla,111,9,17.9
7684,SRH,KKR,DC,Narendra Modi Stadium,142,3,11.0
7685,SRH,RR,RCB,Chinnaswamy,146,2,10.3
7686,MI,SRH,RCB,Chinnaswamy,199,2,14.1
7687,DC,RCB,MI,Chepauk,209,7,15.1
7688,KKR,RCB,SRH,Wankhede,175,8,19.6
7689,RCB,SRH,RCB,Narendra Modi Stadium,150,0,17.8
7690,SRH,CSK,KKR,Eden Gardens,110,2,17.4
7691,PBKS,CSK,SRH,Chepauk,157,6,19.0
7692,PBKS,CSK,SRH,Eden Gardens,182,5,19.3
7693,RCB,RR,DC,Chepauk,142,8,12.5
7694,RCB,RR,PBKS,Eden Gardens,81,1,10.6
7695,DC,KKR,KKR,Wankhede,230,3,14.9
7696,RR,PBKS,RCB,Kotla,109,1,16.9
7697,RCB,RCB,CSK,Chepauk,142,8,13.2
7698,RCB,DC,PBKS,Chinnaswamy,109,2,10.7
7699,KKR,KKR,CSK,Wankhede,151,6,10.3
7700,KKR,MI,MI,Wankhede,140,0,16.5
7701,KKR,MI,KKR,Narendra Modi Stadium,101,4,12.3
7702,PBKS,KKR,RR,Wankhede,151,0,16.3
7703,RCB,CSK,RCB,Eden Gardens,165,7,17.9
7704,RCB,SRH,PBKS,Chepauk,194,9,15.6
7705,RCB,SRH,DC,Kotla,232,3,16.2
7706,KKR,CSK,SRH,Chinnaswamy,145,9,18.7
7707,RR,CSK,RCB,Wankhede,85,1,12.9
7708,MI,PBKS,CSK,Wankhede,179,1,10.4
7709,DC,KKR,CSK,Chepauk,191,7,12.1
7710,SRH,CSK,CSK,Wankhede,200,5,17.3
7711,SRH,DC,RR,Kotla,204,1,16.2
7712,KKR,MI,RR,Chepauk,101,7,15.2
7713,RR,RCB,SRH,Kotla,178,8,15.4
7714,RCB,PBKS,KKR,Eden Gardens,188,4,10.8
7715,RCB,DC,CSK,Chinnaswamy,179,8,15.8
7716,SRH,KKR,PBKS,Chinnaswamy,115,3,19.3
7717,MI,CSK,RCB,Wankhede,122,7,10.3
7718,KKR,DC,RR,Wankhede,168,6,14.0
7719,CSK,RCB,RCB,Chinnaswamy,97,1,14.9
7720,DC,MI,PBKS,Eden Gardens,98,9,12.7
7721,PBKS,KKR,SRH,Chepauk,235,2,13.0
7722,SRH,SRH,RR,Narendra Modi Stadium,106,7,18.4
7723,KKR,MI,SRH,Chinnaswamy,177,3,15.9
7724,DC,MI,CSK,Narendra Modi Stadium,222,5,18.6
7725,KKR,RCB,DC,Kotla,214,6,10.7
7726,CSK,RCB,RR,Kotla,122,6,12.7
7727,RR,RCB,DC,Chinnaswamy,233,3,14.9
7728,PBKS,SRH,SRH,Chepauk,230,7,16.0
7729,MI,CSK,SRH,Chepauk,199,0,13.3
7730,CSK,CSK,RR,Kotla,180,2,14.2
7731,KKR,SRH,MI,Chepauk,114,0,10.4
7732,PBKS,PBKS,DC,Chepauk,180,1,11.2
7733,SRH,RCB,KKR,Kotla,114,3,18.2
7734,MI,RCB,RR,Kotla,142,7,13.4
7735,KKR,KKR,SRH,Chepauk,210,0,13.4
7736,RCB,KKR,DC,Kotla,107,7,11.3
7737,MI,SRH,MI,Chinnaswamy,180,5,18.5
7738,RCB,MI,PBKS,Kotla,142,0,11.7
7739,DC,RCB,KKR,Wankhede,236,3,20.0
7740,KKR,DC,KKR,Kotla,114,8,12.6
7741,CSK,PBKS,PBKS,Chinnaswamy,238,6,12.9
7742,CSK,SRH,PBKS,Narendra Modi Stadium,134,4,15.1
7743,PBKS,MI,RCB,Eden Gardens,188,0,17.7
7744,MI,SRH,SRH,Chinnaswamy,142,3,12.9
7745,RR,RCB,RCB,Kotla,92,1,14.3
7746,DC,PBKS,KKR,Kotla,102,3,10.5
7747,RCB,PBKS,MI,Wankhede,100,9,14.3
7748,RR,SRH,RCB,Kotla,110,6,13.6
7749,SRH,KKR,DC,Kotla,166,4,14.8
7750,DC,KKR,SRH,Narendra Modi Stadium,165,8,17.1
7751,KKR,RCB,RR,Kotla,136,7,15.8
7752,DC,DC,PBKS,Chepauk,200,8,14.7
7753,PBKS,SRH,KKR,Kotla,215,9,12.7
7754,DC,KKR,PBKS,Chinnaswamy,150,6,11.3
7755,KKR,CSK,PBKS,Kotla,145,6,12.0
7756,DC,KKR,PBKS,Narendra Modi Stadium,88,4,19.7
7757,RCB,MI,PBKS,Kotla,170,9,19.7
7758,RR,SRH,RCB,Eden Gardens,239,2,18.9
7759,CSK,DC,SRH,Chinnaswamy,237,1,11.4
7760,MI,CSK,RCB,Chinnaswamy,92,6,16.4
7761,RCB,RR,DC,Wankhede,231,7,19.8
7762,CSK,CSK,MI,Chepauk,191,9,11.8
7763,CSK,CSK,DC,Eden Gardens,143,8,11.2
7764,PBKS,CSK,DC,Wankhede,115,6,12.8
7765,SRH,KKR,DC,Kotla,215,8,17.4
7766,SRH,SRH,DC,Chinnaswamy,172,2,17.2
7767,MI,SRH,CSK,Kotla,211,0,17.0
7768,RCB,RCB,SRH,Wankhede,226,7,19.0
7769,KKR,RCB,PBKS,Narendra Modi Stadium,166,4,12.7
7770,RCB,MI,KKR,Narendra Modi Stadium,124,3,11.2
7771,KKR,RCB,KKR,Kotla,102,1,11.0
7772,RR,CSK,DC,Wankhede,116,0,19.6
7773,PBKS,MI,RR,Wankhede,149,8,10.6
7774,CSK,KKR,SRH,Eden Gardens,223,7,13.7
7775,RCB,SRH,MI,Wankhede,115,5,19.3
7776,PBKS,DC,RCB,Chinnaswamy,129,1,16.4
7777,KKR,RCB,KKR,Wankhede,198,1,13.2
7778,RR,RR,SRH,Eden Gardens,121,5,15.1
7779,SRH,CSK,MI,Narendra Modi Stadium,176,5,17.6
7780,PBKS,DC,MI,Chepauk,117,2,17.8
7781,SRH,RCB,MI,Narendra Modi Stadium,108,8,18.1
7782,RCB,RCB,MI,Wankhede,235,5,16.8
7783,RR,RR,CSK,Narendra Modi Stadium,133,7,14.9
7784,CSK,KKR,MI,Narendra Modi Stadium,212,2,10.1
7785,KKR,SRH,RR,Narendra Modi Stadium,144,5,16.3
7786,RR,RR,DC,Kotla,87,6,17.2
7787,KKR,PBKS,CSK,Chinnaswamy,177,2,18.0
7788,PBKS,RCB,MI,Kotla,200,7,16.3
7789,CSK,SRH,SRH,Kotla,185,7,15.3
7790,DC,RCB,RR,Eden Gardens,116,6,16.9
7791,PBKS,RR,DC,Kotla,99,0,16.0
7792,RCB,MI,MI,Chepauk,216,0,16.6
7793,PBKS,KKR,DC,Narendra Modi Stadium,205,2,13.1
7794,KKR,PBKS,KKR,Wankhede,236,8,19.0
7795,RCB,KKR,SRH,Eden Gardens,233,3,12.4
7796,MI,RCB,SRH,Kotla,104,5,11.9
7797,KKR,MI,PBKS,Wankhede,93,1,19.0
7798,CSK,RCB,SRH,Wankhede,124,3,15.6
7799,MI,RCB,KKR,Chinnaswamy,173,3,18.1
7800,SRH,SRH,KKR,Eden Gardens,231,0,10.8
7801,CSK,PBKS,PBKS,Chinnaswamy,222,9,19.1
7802,PBKS,RCB,KKR,Narendra Modi Stadium,129,1,16.2
7803,MI,CSK,CSK,Chepauk,97,0,14.3
7804,DC,RCB,MI,Narendra Modi Stadium,145,3,16.6
7805,RCB,MI,RR,Eden Gardens,101,1,10.6
7806,PBKS,RCB,RR,Kotla,176,7,14.0
7807,RR,DC,MI,Narendra Modi Stadium,115,0,14.3
7808,SRH,RR,PBKS,Kotla,102,4,11.5
7809,CSK,KKR,DC,Eden Gardens,190,3,11.5
7810,SRH,PBKS,RR,Narendra Modi Stadium,231,0,11.1
7811,CSK,KKR,MI,Chinnaswamy,190,5,19.9
7812,KKR,MI,DC,Chinnaswamy,170,6,16.4
7813,CSK,RR,RCB,Wankhede,126,8,16.2
7814,MI,PBKS,DC,Chinnaswamy,88,7,16.3
7815,RR,MI,RCB,Chepauk,184,6,16.2
7816,KKR,KKR,DC,Narendra Modi Stadium,156,1,17.4
7817,KKR,SRH,RR,Wankhede,93,7,12.1
7818,RCB,PBKS,PBKS,Chinnaswamy,120,4,12.2
7819,SRH,KKR,SRH,Wankhede,193,8,13.7
7820,RCB,DC,SRH,Eden Gardens,233,3,17.4
7821,MI,PBKS,KKR,Wankhede,92,3,16.7
7822,RR,KKR,KKR,Narendra Modi Stadium,216,0,12.0
7823,PBKS,PBKS,KKR,Chepauk,90,8,11.2
7824,CSK,SRH,CSK,Wankhede,190,5,11.1
7825,KKR,SRH,KKR,Eden Gardens,234,2,17.1
7826,RCB,DC,CSK,Kotla,173,4,18.2
7827,SRH,RCB,SRH,Kotla,214,2,19.1
7828,DC,SRH,MI,Chinnaswamy,135,8,19.8
7829,RR,RR,PBKS,Chepauk,213,2,13.0
7830,DC,MI,CSK,Wankhede,109,6,14.5
7831,RCB,KKR,RCB,Narendra Modi Stadium,167,7,13.8
7832,PBKS,SRH,KKR,Chinnaswamy,220,8,16.4
7833,DC,RCB,DC,Narendra Modi Stadium,101,5,12.2
7834,RR,RCB,MI,Eden Gardens,85,5,17.9
7835,KKR,RR,RR,Wankhede,174,6,12.6
7836,MI,SRH,PBKS,Chinnaswamy,120,4,12.8
7837,DC,RR,PBKS,Chinnaswamy,239,4,18.3
7838,RCB,SRH,KKR,Kotla,95,7,19.8
7839,CSK,MI,MI,Chepauk,118,2,11.6
7840,CSK,DC,RCB,Kotla,178,9,17.4
7841,PBKS,RR,SRH,Chepauk,238,5,15.2
7842,SRH,RR,RCB,Wankhede,92,9,14.1
7843,KKR,MI,SRH,Eden Gardens,160,7,16.6
7844,KKR,KKR,PBKS,Chepauk,182,4,10.1
7845,SRH,RCB,KKR,Chepauk,123,5,18.8
7846,PBKS,RR,SRH,Kotla,202,4,11.9
7847,DC,RR,CSK,Wankhede,154,7,16.2
7848,KKR,CSK,RCB,Wankhede,87,1,15.4
7849,KKR,RR,PBKS,Narendra Modi Stadium,204,8,15.1
7850,DC,MI,CSK,Chinnaswamy,211,5,12.6
7851,PBKS,PBKS,PBKS,Wankhede,169,8,16.0
7852,CSK,DC,SRH,Narendra Modi Stadium,175,8,10.6
7853,KKR,RR,RR,Chepauk,148,7,16.5
7854,PBKS,DC,KKR,Chinnaswamy,96,5,19.0
7855,DC,RCB,MI,Chepauk,192,1,11.7
7856,KKR,PBKS,PBKS,Kotla,85,7,13.4
7857,CSK,KKR,CSK,Chepauk,152,4,14.5
7858,MI,PBKS,CSK,Chinnaswamy,228,1,15.5
7859,DC,CSK,PBKS,Kotla,177,9,10.3
7860,RCB,KKR,RR,Wankhede,233,6,14.8
7861,RCB,PBKS,RR,Eden Gardens,208,9,14.8
7862,CSK,CSK,RCB,Kotla,205,1,17.4
7863,MI,RR,PBKS,Wankhede,192,6,12.0
7864,MI,RCB,RCB,Chepauk,193,7,15.2
7865,RCB,CSK,KKR,Chepauk,208,7,18.5
7866,RR,DC,MI,Wankhede,189,0,19.6
7867,KKR,MI,SRH,Wankhede,136,9,19.7
7868,CSK,PBKS,MI,Eden Gardens,179,2,11.7
7869,SRH,MI,RR,Eden Gardens,201,8,11.5
7870,CSK,SRH,DC,Chepauk,154,8,10.5
7871,MI,KKR,CSK,Chinnaswamy,212,3,12.2
7872,PBKS,MI,KKR,Narendra Modi Stadium,188,3,16.8
7873,SRH,MI,RCB,Eden Gardens,180,8,18.6
7874,CSK,RCB,PBKS,Wankhede,143,1,17.8
7875,KKR,SRH,KKR,Chinnaswamy,177,8,12.6
7876,RCB,KKR,MI,Kotla,152,6,16.4
7877,RR,DC,MI,Chepauk,230,8,18.0
7878,PBKS,KKR,SRH,Chinnaswamy,97,3,12.1
7879,SRH,SRH,MI,Kotla,155,4,13.8
7880,PBKS,MI,DC,Chinnaswamy,155,1,17.6
7881,CSK,KKR,DC,Wankhede,227,4,11.3
7882,RR,MI,RR,Chepauk,214,3,12.1
7883,KKR,CSK,CSK,Narendra Modi Stadium,147,5,15.9
7884,PBKS,MI,CSK,Chinnaswamy,173,7,16.6
7885,RR,DC,DC,Chepauk,88,3,14.0
7886,PBKS,PBKS,DC,Eden Gardens,87,0,11.7
7887,PBKS,RR,SRH,Chinnaswamy,101,4,19.2
7888,PBKS,RCB,MI,Chepauk,93,9,15.0
7889,MI,DC,RCB,Chepauk,137,9,11.8
7890,RR,DC,SRH,Eden Gardens,133,4,14.3
7891,MI,PBKS,MI,Eden Gardens,206,8,12.1
7892,RR,MI,DC,Wankhede,124,7,18.4
7893,KKR,RR,SRH,Chepauk,222,4,18.5
7894,CSK,RR,RCB,Narendra Modi Stadium,127,7,17.7
7895,SRH,RCB,RCB,Wankhede,113,8,12.4
7896,DC,CSK,CSK,Eden Gardens,145,0,19.7
7897,MI,DC,MI,Eden Gardens,202,1,15.8
7898,KKR,PBKS,PBKS,Chinnaswamy,105,5,11.4
7899,MI,CSK,RCB,Wankhede,192,8,15.7
7900,MI,KKR,DC,Chepauk,92,3,11.5
7901,RCB,PBKS,MI,Chinnaswamy,168,8,12.0
7902,DC,PBKS,SRH,Kotla,119,1,15.5
7903,PBKS,MI,RR,Chepauk,211,6,16.4
7904,MI,KKR,RR,Kotla,111,9,13.2
7905,DC,CSK,RR,Narendra Modi Stadium,219,6,11.6
7906,RR,RCB,RCB,Narendra Modi Stadium,230,1,19.2
7907,RR,RCB,MI,Kotla,137,7,12.0
7908,CSK,RCB,PBKS,Wankhede,214,7,13.3
7909,CSK,MI,PBKS,Kotla,135,8,19.0
7910,KKR,RCB,RCB,Kotla,171,4,19.7
7911,SRH,PBKS,RCB,Kotla,168,7,12.8
7912,CSK,MI,KKR,Chinnaswamy,89,0,17.1
7913,DC,KKR,KKR,Eden Gardens,212,4,16.7
7914,PBKS,MI,RCB,Kotla,213,6,16.9
7915,SRH,DC,DC,Chinnaswamy,91,8,17.0
7916,CSK,PBKS,PBKS,Chepauk,220,2,14.2
7917,PBKS,RR,SRH,Kotla,106,3,14.9
7918,RR,KKR,RCB,Chepauk,194,9,17.1
7919,MI,SRH,MI,Eden Gardens,184,4,19.0
7920,RCB,DC,RR,Narendra Modi Stadium,104,6,17.4
7921,MI,DC,DC,Narendra Modi Stadium,149,1,15.5
7922,RCB,RR,KKR,Kotla,85,7,10.9
7923,MI,KKR,SRH,Narendra Modi Stadium,230,9,16.2
7924,RR,MI,MI,Narendra Modi Stadium,144,3,17.7
7925,RCB,SRH,CSK,Chepauk,123,0,17.3
7926,PBKS,RR,DC,Kotla,136,9,12.3
7927,SRH,SRH,RR,Narendra Modi Stadium,130,9,19.4
7928,KKR,KKR,KKR,Narendra Modi Stadium,104,7,10.5
7929,KKR,MI,RR,Wankhede,192,7,14.6
7930,PBKS,RCB,KKR,Chepauk,83,7,15.9
7931,PBKS,SRH,PBKS,Narendra Modi Stadium,171,5,18.8
7932,RR,KKR,CSK,Chepauk,174,7,15.2
7933,DC,PBKS,SRH,Eden Gardens,93,4,19.2
7934,SRH,RR,PBKS,Kotla,208,5,11.6
7935,RCB,RCB,MI,Kotla,145,3,11.8
7936,KKR,DC,PBKS,Narendra Modi Stadium,175,2,10.3
7937,PBKS,RCB,MI,Wankhede,155,7,19.4
7938,PBKS,CSK,RCB,Eden Gardens,178,4,11.8
7939,PBKS,CSK,DC,Kotla,171,2,13.5
7940,MI,KKR,SRH,Eden Gardens,100,1,11.1
7941,PBKS,RCB,MI,Eden Gardens,109,6,17.0
7942,MI,CSK,MI,Narendra Modi Stadium,81,5,18.1
7943,MI,CSK,KKR,Narendra Modi Stadium,228,7,14.4
7944,DC,CSK,RR,Kotla,215,4,13.9
7945,RR,DC,KKR,Chepauk,125,6,14.0
7946,KKR,KKR,MI,Chinnaswamy,84,4,16.4
7947,RR,MI,DC,Narendra Modi Stadium,219,9,18.4
7948,DC,KKR,RR,Chinnaswamy,209,9,11.4
7949,RCB,CSK,RR,Kotla,234,9,17.1
7950,RR,RCB,CSK,Narendra Modi Stadium,223,9,18.4
7951,KKR,CSK,SRH,Wankhede,185,2,11.7
7952,SRH,RR,CSK,Wankhede,236,3,14.4
7953,KKR,SRH,RCB,Eden Gardens,225,1,19.7
7954,RR,PBKS,DC,Narendra Modi Stadium,91,4,14.2
7955,SRH,MI,KKR,Wankhede,215,7,12.3
7956,SRH,SRH,KKR,Kotla,120,8,13.0
7957,KKR,KKR,PBKS,Eden Gardens,123,8,15.2
7958,RCB,DC,RR,Narendra Modi Stadium,228,4,10.3
7959,CSK,MI,SRH,Wankhede,80,3,12.4
7960,RR,RCB,RR,Wankhede,86,6,19.4
7961,KKR,RCB,CSK,Kotla,237,6,18.1
7962,RCB,RCB,DC,Narendra Modi Stadium,106,3,16.8
7963,CSK,RR,RR,Kotla,188,3,18.2
7964,CSK,CSK,DC,Kotla,133,0,11.5
7965,RCB,DC,RCB,Chepauk,119,9,10.1
7966,PBKS,DC,RR,Chepauk,138,1,10.4
7967,MI,RR,RR,Eden Gardens,134,5,10.7
7968,SRH,CSK,KKR,Wankhede,141,4,10.4
7969,DC,MI,KKR,Narendra Modi Stadium,186,6,11.9
7970,DC,MI,CSK,Eden Gardens,217,5,19.8
7971,SRH,SRH,MI,Narendra Modi Stadium,172,2,13.5
7972,SRH,MI,MI,Chepauk,213,6,15.7
7973,PBKS,PBKS,DC,Eden Gardens,103,4,19.9
7974,MI,MI,DC,Narendra Modi Stadium,130,7,17.1
7975,KKR,RR,SRH,Eden Gardens,180,1,18.5
7976,RCB,MI,RCB,Narendra Modi Stadium,89,1,12.9
7977,RR,CSK,SRH,Eden Gardens,81,9,12.9
7978,SRH,KKR,RR,Wankhede,184,4,13.3
7979,DC,SRH,SRH,Wankhede,215,7,12.2
7980,KKR,DC,PBKS,Kotla,114,2,18.8
7981,RR,SRH,DC,Narendra Modi Stadium,113,5,11.9
7982,CSK,RCB,RCB,Chepauk,81,0,12.5
7983,CSK,DC,PBKS,Wankhede,109,0,16.9
7984,CSK,SRH,SRH,Chinnaswamy,214,9,11.8
7985,MI,CSK,MI,Narendra Modi Stadium,198,3,14.7
7986,DC,PBKS,RCB,Narendra Modi Stadium,134,0,10.8
7987,CSK,MI,RR,Chepauk,237,9,15.4
7988,RCB,SRH,PBKS,Chinnaswamy,152,6,16.2
7989,DC,PBKS,DC,Wankhede,228,9,12.7
7990,CSK,CSK,RR,Chinnaswamy,177,6,14.6
7991,SRH,KKR,MI,Narendra Modi Stadium,196,3,14.5
7992,KKR,KKR,CSK,Narendra Modi Stadium,155,0,14.6
7993,CSK,RCB,RR,Narendra Modi Stadium,205,7,10.6
7994,RR,RCB,RCB,Eden Gardens,149,3,19.2
7995,CSK,KKR,RCB,Chinnaswamy,131,3,15.6
7996,RCB,CSK,KKR,Chepauk,218,9,19.2
7997,PBKS,DC,KKR,Eden Gardens,216,5,14.8
7998,RCB,RCB,RCB,Eden Gardens,230,9,11.4
7999,MI,MI,SRH,Wankhede,140,8,14.9
8000,RCB,CSK,RR,Chepauk,208,3,14.7
8001,SRH,SRH,KKR,Chinnaswamy,101,2,13.0
8002,RCB,PBKS,PBKS,Chepauk,125,7,17.3
8003,RR,RR,SRH,Wankhede,174,5,17.2
8004,KKR,RCB,MI,Kotla,214,8,10.2
8005,RR,KKR,CSK,Kotla,171,0,19.8
8006,CSK,MI,MI,Eden Gardens,111,5,16.5
8007,SRH,RCB,SRH,Kotla,149,2,18.6
8008,RR,RR,DC,Narendra Modi Stadium,136,9,13.6
8009,MI,RCB,DC,Chepauk,131,2,15.7
8010,DC,PBKS,PBKS,Kotla,159,1,12.7
8011,KKR,PBKS,DC,Chinnaswamy,113,8,15.1
8012,SRH,RCB,PBKS,Wankhede,144,0,13.4
8013,CSK,DC,CSK,Chinnaswamy,90,0,17.8
8014,PBKS,PBKS,MI,Kotla,232,5,13.1
8015,KKR,PBKS,RR,Narendra Modi Stadium,121,0,10.4
8016,MI,MI,PBKS,Narendra Modi Stadium,230,4,13.0
8017,MI,KKR,CSK,Wankhede,223,1,13.0
8018,MI,SRH,PBKS,Chepauk,229,7,17.5
8019,CSK,RR,RCB,Chepauk,185,7,13.7
8020,MI,RCB,DC,Kotla,122,5,10.3
8021,DC,RR,SRH,Kotla,193,3,15.7
8022,RCB,DC,RCB,Wankhede,90,4,11.6
8023,RCB,CSK,KKR,Narendra Modi Stadium,188,8,18.7
8024,MI,DC,DC,Kotla,227,9,15.9
8025,DC,MI,SRH,Kotla,167,1,10.9
8026,PBKS,PBKS,DC,Chinnaswamy,188,8,10.7
8027,SRH,KKR,MI,Chepauk,215,5,19.3
8028,RR,RR,PBKS,Chinnaswamy,192,6,13.5
8029,RCB,DC,SRH,Chepauk,104,9,10.1
8030,CSK,CSK,RR,Kotla,200,2,19.7
8031,PBKS,DC,MI,Kotla,91,7,18.8
8032,KKR,DC,KKR,Kotla,112,7,19.7
8033,CSK,SRH,CSK,Wankhede,218,1,15.2
8034,DC,RCB,SRH,Eden Gardens,165,5,12.2
8035,SRH,KKR,DC,Eden Gardens,81,9,10.5
8036,MI,RCB,CSK,Wankhede,174,0,12.2
8037,KKR,KKR,RCB,Wankhede,126,4,19.0
8038,PBKS,RR,CSK,Kotla,233,9,11.4
8039,KKR,CSK,SRH,Chepauk,96,9,11.5
8040,RCB,MI,CSK,Narendra Modi Stadium,158,7,12.3
8041,SRH,KKR,SRH,Chinnaswamy,226,7,19.8
8042,CSK,KKR,DC,Wankhede,176,2,18.6
8043,PBKS,SRH,CSK,Eden Gardens,218,2,15.3
8044,PBKS,KKR,DC,Narendra Modi Stadium,154,7,18.4
8045,CSK,PBKS,CSK,Chepauk,213,5,19.4
8046,MI,PBKS,CSK,Chinnaswamy,111,3,18.4
8047,PBKS,RR,RCB,Wankhede,114,8,10.5
8048,KKR,MI,PBKS,Kotla,212,5,14.1
8049,DC,RR,DC,Narendra Modi Stadium,97,2,16.6
8050,RCB,KKR,PBKS,Eden Gardens,156,9,14.5
8051,KKR,DC,DC,Wankhede,187,8,15.5
8052,RR,KKR,CSK,Wankhede,126,6,10.6
8053,MI,KKR,PBKS,Chepauk,80,5,18.4
8054,SRH,RCB,DC,Narendra Modi Stadium,213,7,19.4
8055,MI,RCB,PBKS,Wankhede,210,6,11.3
8056,RR,DC,CSK,Wankhede,180,6,15.6
8057,PBKS,RCB,RR,Eden Gardens,161,4,11.4
8058,MI,SRH,KKR,Narendra Modi Stadium,179,6,15.7
8059,CSK,SRH,RCB,Eden Gardens,198,0,18.5
8060,CSK,DC,RCB,Chinnaswamy,117,7,10.8
8061,RR,SRH,SRH,Narendra Modi Stadium,143,5,14.6
8062,PBKS,CSK,DC,Chepauk,239,3,16.0
8063,DC,CSK,KKR,Narendra Modi Stadium,207,3,14.2
8064,DC,RR,DC,Narendra Modi Stadium,103,9,17.9
8065,SRH,PBKS,CSK,Narendra Modi Stadium,190,6,19.7
8066,RR,PBKS,RCB,Eden Gardens,106,6,15.4
8067,CSK,RR,RR,Eden Gardens,121,8,17.9
8068,MI,RR,MI,Kotla,159,3,17.4
8069,DC,PBKS,KKR,Kotla,89,8,20.0
8070,MI,RCB,PBKS,Narendra Modi Stadium,133,8,11.4
8071,CSK,DC,CSK,Chinnaswamy,153,1,10.3
8072,PBKS,DC,RCB,Narendra Modi Stadium,186,7,14.0
8073,KKR,PBKS,PBKS,Wankhede,171,0,19.8
8074,KKR,RR,CSK,Chepauk,150,7,12.2
8075,PBKS,SRH,DC,Wankhede,159,2,13.0
8076,KKR,CSK,DC,Chinnaswamy,144,9,19.4
8077,SRH,MI,PBKS,Chinnaswamy,137,2,19.7
8078,KKR,RR,MI,Eden Gardens,142,3,12.5
8079,RCB,CSK,SRH,Chinnaswamy,140,4,10.7
8080,CSK,CSK,SRH,Chinnaswamy,184,1,17.3
8081,MI,RR,DC,Chepauk,156,2,18.8
8082,DC,SRH,PBKS,Chinnaswamy,199,6,12.0
8083,SRH,DC,PBKS,Kotla,128,9,12.7
8084,RCB,KKR,KKR,Wankhede,149,3,17.4
8085,DC,MI,DC,Chepauk,181,9,11.8
8086,CSK,SRH,KKR,Narendra Modi Stadium,164,6,14.1
8087,KKR,MI,MI,Eden Gardens,236,5,11.6
8088,SRH,RR,MI,Chinnaswamy,187,7,16.6
8089,DC,DC,CSK,Eden Gardens,115,0,15.4
8090,PBKS,KKR,MI,Narendra Modi Stadium,134,9,11.5
8091,CSK,DC,CSK,Eden Gardens,123,6,10.4
8092,DC,RR,RCB,Wankhede,177,1,16.2
8093,MI,CSK,MI,Wankhede,147,6,11.1
8094,SRH,MI,RR,Wankhede,141,0,10.4
8095,PBKS,RCB,MI,Wankhede,143,0,14.4
8096,KKR,MI,RCB,Wankhede,159,8,15.9
8097,KKR,DC,MI,Chepauk,172,0,13.6
8098,KKR,KKR,MI,Wankhede,180,6,17.8
8099,RR,CSK,RR,Kotla,150,3,10.1
8100,RR,DC,SRH,Narendra Modi Stadium,136,1,19.5
8101,PBKS,KKR,PBKS,Wankhede,149,1,20.0
8102,KKR,PBKS,RR,Eden Gardens,144,5,15.8
8103,CSK,DC,CSK,Chepauk,125,2,11.3
8104,DC,MI,RR,Chinnaswamy,100,1,11.5
8105,SRH,RCB,PBKS,Eden Gardens,125,0,12.7
8106,KKR,DC,KKR,Kotla,186,1,10.1
8107,CSK,CSK,PBKS,Narendra Modi Stadium,223,3,14.3
8108,MI,DC,PBKS,Chinnaswamy,239,0,13.8
8109,SRH,KKR,KKR,Kotla,101,4,16.9
8110,KKR,DC,CSK,Chinnaswamy,145,9,18.9
8111,CSK,DC,DC,Kotla,209,0,11.1
8112,RCB,RCB,RCB,Eden Gardens,114,5,11.9
8113,SRH,KKR,PBKS,Wankhede,144,7,14.1
8114,SRH,CSK,PBKS,Eden Gardens,128,7,16.7
8115,RR,KKR,RCB,Eden Gardens,84,6,11.6
8116,MI,SRH,SRH,Narendra Modi Stadium,105,1,16.2
8117,RR,DC,DC,Chinnaswamy,104,8,11.7
8118,MI,SRH,RCB,Narendra Modi Stadium,183,9,18.7
8119,DC,CSK,MI,Wankhede,136,5,19.2
8120,SRH,DC,PBKS,Wankhede,181,3,13.2
8121,MI,MI,RR,Kotla,163,5,17.1
8122,SRH,MI,MI,Narendra Modi Stadium,234,2,16.1
8123,RCB,MI,CSK,Eden Gardens,169,7,18.1
8124,SRH,DC,SRH,Narendra Modi Stadium,229,1,17.8
8125,RCB,RR,KKR,Wankhede,84,7,11.7
8126,DC,KKR,MI,Chepauk,205,5,19.5
8127,DC,RCB,CSK,Chepauk,131,7,12.9
8128,RCB,CSK,DC,Chinnaswamy,164,7,10.2
8129,DC,SRH,DC,Chepauk,236,0,18.0
8130,RR,PBKS,CSK,Kotla,104,3,16.0
8131,KKR,KKR,DC,Narendra Modi Stadium,237,5,13.2
8132,DC,DC,CSK,Narendra Modi Stadium,122,8,17.8
8133,RR,MI,RCB,Eden Gardens,96,6,17.4
8134,CSK,PBKS,SRH,Chinnaswamy,139,7,14.9
8135,RCB,RCB,RR,Kotla,186,9,19.2
8136,RR,SRH,KKR,Wankhede,151,0,18.4
8137,MI,RCB,DC,Chinnaswamy,121,2,16.8
8138,KKR,KKR,RCB,Chepauk,145,0,18.7
8139,KKR,SRH,RR,Narendra Modi Stadium,185,6,13.1
8140,MI,MI,SRH,Narendra Modi Stadium,212,0,18.1
8141,DC,CSK,RCB,Chepauk,216,5,19.7
8142,SRH,RR,SRH,Chepauk,239,0,18.5
